EPIC,Name,RAdeg,DEdeg,Other,Vmag,Ksmag,(V-K)0,Per1,Per2,Per3,Per4,Ampl,LC,memb,Per,vsini,bp_rp,bp_g,g_rp
211113696,034620.47+244707.7,56.58531,24.78548,HII974,13.96,10.54,3.31,6.3758,0,0,0,0.024,LC4,best,6.58,4.2,1.705515862,0.823367119,0.882148743
211100238,034621.35+243352.4,56.58897,24.56458,HHJ105,0,13.07,5.72,0.4397,0,0,0,0.024,LC1,best,0,0,2.974258423,1.64746666,1.326791763
211007016,034621.39+230509.1,56.58914,23.08588,HHJ33,0,13.7,5.81,0.3742,0,0,0,0.026,LC1,best,0,0,3.431091309,2.098735809,1.332355499
211005799,034621.62+230401.0,56.5901,23.06695,DH440,0,12.75,5.77,0.6772,0.5756,0,0,0.023,LC1,best,0,0,3.281139374,1.936845779,1.344293594
211032382,034622.46+232908.2,56.59359,23.48563,UGCSJ034622.46+232908.0,0,12.82,6.18,0.3797,0,0,0,0.039,LC1,best,0,0,3.295142174,1.933692932,1.361449242
211100565,034622.67+243412.6,56.59447,24.57017,HII996,10.42,8.87,1.44,3.231,3.0359,0,0,0.016,LC3,best,3.09,11.9,0.828825951,0.34337616,0.485449791
211102725,034623.02+243618.1,56.59593,24.60505,BPL99,0,12.72,5.24,1.1143,0,0,0,0.03,LC3,best,0,0,2.831724167,1.573923111,1.257801056
211066346,034623.46+240151.3,56.59776,24.03094,HCG218,0,12.85,5.56,0.4678,0,0,0,0.021,LC1,best,0,0,2.717514992,1.397172928,1.320342064
211096320,034624.11+243012.9,56.60049,24.5036,BPL101,0,13.84,5.99,0.1891,0,0,0,0.045,LC1,best,0,0,2.692829132,1.309984207,1.382844925
211094777,034624.62+242846.5,56.60262,24.4796,HHJ249,18.3,12.54,5.65,0.8915,0,0,0,0.024,LC1,best,0.89,0,2.817024231,1.546686172,1.270338058
210903023,034625.16+212617.6,56.60487,21.43823,DH446,17.01,11.52,5.38,1.028,0.3107,0,0,0.06,LC1,best,0,0,,,
211074151,034625.38+240936.3,56.60576,24.1601,HCG219,15.83,11.14,4.58,0.3224,0,0,0,0.045,LC2,best,0.32,65,2.533009529,1.368795395,1.164214134
211093117,034626.99+242714.1,56.6125,24.45392,HHJ326,0,12.05,5.09,0.9143,0,0,0,0.038,LC1,best,0,0,2.750566483,1.514102936,1.236463547
211133821,034627.35+250808.0,56.61396,25.13556,HII1015,10.54,8.99,1.44,3.4241,3.6675,0,0,0.018,LC3,best,1.72,9.6,0.848814964,0.357666016,0.491148949
211052343,034627.68+234845.6,56.61537,23.81269,HHJ161,0,12.65,6.27,2.3468,0.7581,0,0,0.007,LC1,ok,0,0,2.641425133,1.250076294,1.391348839
211038945,034627.77+233533.6,56.61573,23.59269,HII1039,12.96,9.82,2.38,5.343,0,0,0,0.043,LC4,best,5.22,4.9,1.594501495,0.719369888,0.875131607
211091848,034628.40+242602.0,56.61837,24.43391,HII1032,11.1,9.16,1.83,1.3126,1.3531,0,0,0.033,LC1,best,1.32,37.2,0.968050003,0.410422325,0.557627678
211112171,034628.62+244532.3,56.61927,24.75899,HII1029,14.34,10.65,3.58,9.1276,0,0,0,0.034,LC3,best,9.41,7,1.849858284,0.912199974,0.93765831
210877263,034629.71+210217.0,56.62383,21.03808,DH452,0,12.55,5.71,0.3183,0,0,0,0.022,LC1,best,0,0,3.237194061,1.914936066,1.322257996
211003258,034631.01+230134.8,56.62922,23.02634,HHJ30,19.77,13.73,5.93,0.7278,0,0,0,0.028,LC1,best,0,0,3.227527618,1.851552963,1.375974655
211071504,034631.17+240702.4,56.62991,24.11735,HII1061,14.21,10.34,3.76,4.8107,4.4062,5.2734,1.0083,0.013,LC4,best,2.42,7.1,1.847502708,0.895956039,0.951546669
211021014,034632.87+231819.1,56.63698,23.30532,HII1081,14.61,10.78,3.72,6.9448,0,0,0,0.049,LC3,best,6.8,9,2.009222031,1.008857727,1.000364304
210997527,034634.79+225607.7,56.64497,22.93549,s5003270,0,10.85,3.76,2.9684,0,0,0,0.037,LC1,best,2.98,0,1.980790138,0.998362541,0.982427597
211027775,034635.32+232442.2,56.6472,23.41173,HII1103,14.77,10.72,3.94,0.7424,0,0,0,0.05,LC1,best,0.74,18,2.040329933,1.03213501,1.008194923
211066062,034635.52+240135.4,56.64803,24.02652,HHJ140,0,12.78,5.89,0.2973,0,0,0,0.014,LC1,best,0,0,3.155075073,1.755844116,1.399230957
211006108,034636.06+230417.3,56.65026,23.07149,SK465,0,12.05,5.14,0.9588,0,0,0,0.013,LC1,best,0,0,2.870824814,1.625507355,1.245317459
211086025,034637.26+242036.6,56.65528,24.34352,HII1100,12.25,9.36,2.78,4.317,7.2976,0,0,0.026,LC4,best,7.5,5.4,1.406887054,0.395974159,1.010912895
211050847,034637.67+234715.9,56.65699,23.78777,HII1117,10.2,8.53,1.56,6.1624,0,0,0,0.004,LC3,best,0,6.4,0.908657074,0.391963005,0.516694069
211111496,034637.77+244451.6,56.65739,24.74769,HII1095,11.83,9.63,2.09,7.1797,0,0,0,0.014,LC4,best,0.87,3.6,1.117580414,0.493814468,0.623765945
210996505,034638.39+225511.2,56.65998,22.9198,HII1132,9.42,8.15,1.16,6.839,0,0,0,0.01,LC3,best,0,40,0.664780617,0.27148056,0.393300056
211123901,034638.77+245734.6,56.66158,24.95962,HII1101,10.25,8.79,1.35,2.3141,0,0,0,0.016,LC3,best,2.32,0,0.808430672,0.33652401,0.471906662
211097402,034638.88+243113.1,56.66201,24.52033,HII1110,13.29,10.27,2.91,7.4791,0,0,0,0.028,LC2,best,7.96,5.9,1.526018143,0.718520164,0.807497978
211070664,034639.32+240611.6,56.66385,24.10324,HII1122,9.29,8.18,1,0.8702,0.9098,0,0,0.002,LC1,best,0,28.6,0.630379677,0.257231712,0.373147964
211066263,034639.38+240146.8,56.6641,24.02968,HII1124,12.32,9.85,2.36,6.1296,0,0,0,0.046,LC4,best,6.42,4.5,1.215812683,0.541670799,0.674141884
211008578,034639.99+230637.3,56.66665,23.11037,HII1139,9.37,8.23,1.03,1.8161,1.598,0.7836,0,0.001,LC1,best,0,31.4,0.648981094,0.264149666,0.384831429
211033155,034640.24+232952.0,56.66767,23.49778,HII1136,12.18,9.32,2.24,0.5243,0,0,0,0.073,LC1,best,0.52,50,1.436562538,0.660447121,0.776115417
211122237,034640.26+245551.7,56.66777,24.93103,HII1114,14.1,10.38,3.61,5.1665,0,0,0,0.078,LC3,best,5.06,7.3,1.843313217,0.886571884,0.956741333
210991829,034640.39+225039.8,56.66833,22.8444,BPL107,0,13.18,5.61,0.2955,0,0,0,0.035,LC1,best,0,0,3.190059662,1.877849579,1.312210083
211040850,034643.17+233722.2,56.67991,23.62284,DH466,0,13.1,5.97,0.5017,0,0,0,0.018,LC1,best,0,0,2.890987396,1.540554047,1.35043335
211064137,034643.58+235942.5,56.68162,23.99515,DH467,16.12,11.57,4.44,2.234,0,0,0,0.016,LC1,best,0,0,2.377285004,1.261755943,1.11552906
211111611,034644.77+244458.6,56.68658,24.74961,BPL109,0,13.35,5.7,1.3443,0,0,0,0.014,LC1,best,0,0,3.109960556,1.775302887,1.334657669
210996142,034647.05+225452.5,56.69608,22.91459,HII1182,10.48,8.93,1.44,3.0025,0,0,0,0.03,LC3,best,3,16.4,0.839787483,0.351286888,0.488500595
211005924,034648.77+230407.5,56.70325,23.06875,HCG245,16.04,11.42,4.51,0.2845,0,0,0,0.049,LC1,best,0.28,0,,,
211102393,034649.21+243600.0,56.70505,24.60001,HII1173,15.1,11,3.99,7.9111,0,0,0,0.044,LC3,best,8.22,9,2.15034008,1.105257034,1.045083046
211035282,034650.08+233156.2,56.70867,23.5323,HCG240,17.8,12.39,5.3,2.1377,0,0,0,0.075,LC2,best,2.14,0,2.898917198,1.614788055,1.284129143
211042246,034652.60+233843.2,56.71917,23.64535,HHJ247,0,12.2,5.95,0.0824,0,0,0,0.008,LC1,best,0,0,3.149190903,1.815490723,1.33370018
211080124,034652.96+241507.9,56.72068,24.25222,BPL112,0,14.12,6.75,0.2261,0,0,0,0.038,LC1,best,0,0,2.819189072,1.359867096,1.459321976
210994089,034653.26+225251.3,56.72192,22.88094,HII1220,11.74,9.72,1.91,6.1515,0,0,0,0.033,LC3,best,6.16,5.5,1.069700241,0.470108986,0.599591255
211082363,034653.60+241715.0,56.72335,24.28751,HCG244,16.24,11.21,4.92,0.6607,0.2409,0,0,0.03,LC1,best,0.66,0,2.714307785,1.502760887,1.211546898
211038389,034653.73+233500.9,56.72391,23.58359,HII1215,10.55,9.01,1.43,3.5941,0,0,0,0.018,LC3,best,0,5.3,0.822650909,0.342700958,0.479949951
211072438,034653.95+240757.3,56.72481,24.1326,MHO8,18.92,13.17,5.64,0.3912,0,0,0,0.025,LC1,best,0,0,2.641032219,1.305898666,1.335133553
211139797,034654.02+251444.9,56.72512,25.24582,HCG241,16.19,11.49,4.59,2.6922,0,0,0,0.017,LC1,best,2.69,7,2.457623482,1.322422028,1.135201454
211093928,034654.87+242759.9,56.72863,24.46666,V1277Tau=BPL15,0,14,6.32,0.1212,0,0,0,0.025,LC1,best,0.12,0,2.528522491,1.060691833,1.467830658
211114329,034654.91+244746.8,56.72882,24.79634,HII1207,10.51,8.97,1.43,3.3705,3.1876,0,0,0.018,LC3,best,0,5.1,0.843430519,0.351430893,0.491999626
211025779,034655.30+232249.5,56.73043,23.38043,HHJ95,0,13.33,5.63,0.2824,0,0,0,0.016,LC1,best,0,0,3.174070358,1.839082718,1.33498764
211075914,034655.31+241116.8,56.73046,24.18802,BPL116,0,12.88,6.1,0.2397,0,0,0,0.023,LC1,best,0,0,3.20112133,1.831260681,1.369860649
211017469,034657.09+231502.4,56.73789,23.25067,HCG247,15.5,11.13,4.26,1.2062,0,0,0,0.034,LC1,best,1.21,0,2.20559597,1.148483276,1.057112694
211037012,034658.16+233338.9,56.74235,23.56082,HHJ174,0,12.85,5.14,0.9133,0,0,0,0.03,LC1,ok,0,0,2.797100067,1.534225464,1.262874603
211066157,034658.25+240141.5,56.74273,24.0282,UGCSJ034658.26+240141.3,0,13.04,5.74,0.8082,0,0,0,0.013,LC1,best,0,0,3.05307579,1.715856552,1.337219238
211093581,034658.53+242740.0,56.7439,24.46113,HCG246,0,12.15,5.22,1.1004,0,0,0,0.035,LC1,best,0,0,2.773524284,1.522884369,1.250639915
211066181,034659.31+240142.9,56.74713,24.02861,HHJ299,17.6,12.11,5.38,0.5265,0.4613,0,0,0.018,LC1,best,0.46,0,2.997819901,1.698907852,1.298912048
211097388,034659.40+243112.3,56.74751,24.52011,HII1234,0,6.71,0,0.3436,0,0,0,0.001,LC1,ok,0,0,0.045104027,0.029705524,0.015398502
211119314,034659.47+245246.3,56.7478,24.87953,HHJ222,18.4,12.35,5.94,0.3409,0.2313,0,0,0.06,LC1,ok,0.34,0,3.188633919,1.842990875,1.345643044
211094386,034700.29+242824.7,56.75121,24.47355,HHJ252,0,12.25,5.78,1.655,0.1546,0,0,0.025,LC1,best,0,0,3.061157227,1.25677681,1.804380417
211125179,034700.99+245857.4,56.75414,24.98263,BPL121,0,12.34,5.59,0.3484,0,0,0,0.062,LC1,best,0.35,0,3.028573036,1.722007751,1.306565285
211032994,034701.41+232941.9,56.7559,23.49498,HII1275,11.45,9.56,1.78,5.9306,0,0,0,0.038,LC3,best,5.97,6.4,1.022390366,0.455997467,0.566392899
211078274,034701.84+241328.2,56.75767,24.22452,BPL122,0,14.1,6.4,1.0167,0,0,0,0.034,LC1,best,0,0,2.979860306,1.521514893,1.458345413
211035936,034702.33+233236.1,56.75974,23.54338,DH487,0,13.35,6.55,2.5738,0,0,0,0.014,LC1,best,0,0,3.231164932,1.798212051,1.432952881
211115721,034703.54+244911.7,56.76478,24.81993,HII1266,8.28,7.35,0.82,1.228,0,0,0,0.004,LC1,best,0,0,0.511269569,0.092404366,0.418865204
211074122,034703.58+240934.9,56.76493,24.15971,HII1280,14.57,10.72,3.74,0.3023,0,0,0,0.094,LC2,best,0.3,85,1.893976212,0.936909676,0.957066536
220115919,034703.77+233658.7,56.76572,23.61632,HII1286,15.35,10.6,4.64,2.4577,0,0,0,0.03,LC1,best,2.47,0,2.469446182,1.330863953,1.13858223
211046494,034706.77+234254.6,56.77825,23.71517,HII1298,12.33,9.84,2.38,8.4781,3.8502,0,0,0.014,LC4,best,7.63,5.2,,,
211015877,034707.34+231334.7,56.7806,23.22633,HII1305,13.52,10.4,3.01,0.3889,0,0,0,0.12,LC1,best,0.39,85,1.612204552,0.76624012,0.845964432
211089267,034707.87+242337.8,56.78281,24.39386,V1278Tau=BPL125,0,13.1,5.54,3.9054,0,0,0,0.02,LC1,best,0.81,0,2.909454346,1.615039825,1.29441452
211083672,034708.13+241824.5,56.78391,24.30683,HCG253,16.95,11.9,4.94,1.8237,0,0,0,0.013,LC1,best,1.83,0,2.728633881,1.5084095,1.22022438
211046240,034708.53+234238.9,56.78558,23.71081,HII1306,13.51,9.83,3.57,1.616,1.3221,0,0,0.016,LC1,best,2.65,0,1.74062252,0.721158981,1.019463539
211067634,034709.18+240307.8,56.78826,24.05219,0,0,11.69,4.78,0.2679,0,0,0,0.025,LC1,best,0,0,2.543789864,1.35727787,1.186511993
211048126,034709.43+234431.8,56.78931,23.74218,HII1321,15.22,10.66,4.45,0.8446,0.6028,0,0,0.017,LC1,best,1.21,17,2.394641876,1.270819664,1.123822212
211029076,034709.51+232556.4,56.78963,23.43236,DH498,0,13.05,5.44,0.4739,0,0,0,0.019,LC1,best,0,0,3.020667076,1.72763443,1.293032646
211081656,034710.05+241636.0,56.79189,24.27667,HII1309,9.46,8.28,1.07,0.775,0,0,0,0.004,LC1,best,0,85,0.651459694,0.265616417,0.385843277
211078698,034711.02+241351.7,56.79592,24.23103,HCG254,19.34,13.39,5.84,0.4019,0,0,0,0.032,LC1,best,0.4,0,2.995018005,1.643827438,1.351190567
211046446,034713.52+234251.5,56.80637,23.71431,HII1332,12.53,10.1,2.32,7.8496,0,0,0,0.042,LC3,best,8.18,5.3,1.276215553,0.576775551,0.699440002
211053549,034713.65+234953.3,56.80691,23.8315,HCG258,15.78,11.09,4.58,0.5326,0.5187,0,0,0.044,LC1,best,0.53,42,2.639590263,1.451454163,1.188136101
211132712,034715.28+250655.4,56.8137,25.11541,SK432,16.7,11.48,5.11,1.1254,0,0,0,0.024,LC1,ok,0,0,2.789748192,1.541895866,1.247852325
211029254,034715.37+232606.1,56.81406,23.43503,HHJ203,0,12.5,5.46,0.8818,0,0,0,0.037,LC1,best,0,0,2.982329369,1.704956055,1.277373314
211089146,034715.44+242331.0,56.81434,24.39197,BPL134,0,12.81,5.84,0.31,0,0,0,0.032,LC1,best,0,0,3.199317932,1.853113174,1.346204758
211111473,034716.44+244450.3,56.8185,24.74731,BPL136,0,12.51,5.89,0.2628,0,0,0,0.012,LC1,best,0,0,,,
211072160,034716.56+240742.0,56.819,24.12834,HII1338,8.69,7.48,1.1,7.5994,8.899,0,0,0.002,LC3,best,0,0,0.644412041,0.259695053,0.384716988
211089068,034718.06+242326.7,56.82526,24.39077,HII1348,12.7,9.77,2.82,9.7733,0,0,0,0.038,LC2,best,4.56,5.1,1.499329567,0.7022686,0.797060966
211078690,034718.12+241351.3,56.82554,24.23092,BPL138,0,12.28,5.84,0.3239,0.1677,0,0,0.024,LC1,ok,1.08,0,,,
211131087,034720.83+250512.3,56.8368,25.08676,SK428,15.75,11.14,4.5,3.694,0,0,0,0.034,LC1,best,1.37,0,2.299237251,1.205711365,1.093525887
211024494,034722.01+232136.6,56.84173,23.36019,UGCSJ034722.02+232136.3,0,12.73,5.4,0.3687,0,0,0,0.061,LC1,best,0,0,3.087022781,1.792333603,1.294689178
211079188,034722.37+241418.9,56.84324,24.23859,BPL139,0,13.21,6.31,0.1749,0.1584,0,0,0.015,LC1,best,0,0,3.180467606,1.759334564,1.421133041
211047718,034722.67+234406.9,56.84449,23.73527,HCG266,0,12.44,5.26,0.6801,0,0,0,0.061,LC1,best,0,0,2.913996696,1.639944077,1.27405262
210996662,034722.89+225519.6,56.84541,22.92212,HII1407,8.13,7.52,0.5,1.456,0,0,0,0.002,LC1,best,0,0,0.347443581,0.140745163,0.206698418
211117529,034722.97+245056.1,56.84572,24.84894,HCG261,17.16,11.85,5.2,0.9252,0,0,0,0.025,LC1,best,0,0,2.781474113,1.561558723,1.21991539
211011030,034723.85+230857.0,56.84938,23.14919,HCG270,17.33,12.07,5.15,1.6638,0,0,0,0.021,LC1,best,1.66,0,2.842518806,1.60827446,1.234244347
211080295,034725.10+241517.3,56.85461,24.25481,HHJ198,0,13.06,5.48,1.1885,0,0,0,0.02,LC1,best,0,0,2.971455574,1.657272339,1.314183235
211134185,034725.78+250833.0,56.85745,25.14251,HCG263,16.91,11.45,5.35,0.1357,0.3173,0,0,0.069,LC1,best,0.12,0,2.946499825,1.683717728,1.262782097
211041526,034726.76+233802.6,56.86152,23.63407,HCG269,0,12.29,5.51,0.4291,0.2708,0,0,0.017,LC1,best,0,0,3.048686981,1.744035721,1.30465126
211044267,034726.82+234042.0,56.86177,23.67836,HII1425,7.77,7.34,0.32,0.0587,0.0313,0.0613,0.0306,0.005,LC1,best,0,0,0.220508099,0.096203327,0.124304771
211030057,034728.11+232653.5,56.86714,23.44821,SK417,0,11.9,5.04,0.5572,0,0,0,0.027,LC1,best,0,0,2.732785225,1.519052505,1.213732719
211107116,034728.42+244033.2,56.86843,24.6759,BPL145,0,12.87,5.18,0.9834,0,0,0,0.021,LC1,best,0,0,2.894650459,1.631969452,1.262681007
211056628,034729.58+235249.6,56.87327,23.88046,PPL8,0,14.11,6.68,0.2768,0,0,0,0.03,LC1,best,0,0,3.02094841,1.561536789,1.459411621
211036595,034729.92+233315.1,56.87468,23.55422,HHJ16,0,13.82,6.38,0.3079,0,0,0,0.039,LC1,best,0,0,3.225896835,1.794216156,1.431680679
211087739,034730.59+242213.9,56.87747,24.37055,HCG273,15.82,11.37,4.34,2.7628,0,0,0,0.032,LC2,best,2.78,0,2.330459595,1.230984688,1.099474907
210886447,034731.12+211051.4,56.8797,21.18096,DH519,0,12.82,5.52,0.5596,0,0,0,0.043,LC1,best,0,0,3.094883919,1.789400101,1.305483818
211056099,034731.63+235219.3,56.88182,23.87205,UGCSJ034731.64+235219.0,0,12.85,5.48,0.4855,0,0,0,0.031,LC1,best,0,0,3.038738251,1.726924896,1.311813354
211075014,034731.99+241024.8,56.88331,24.17358,BPL147,0,12.83,5.5,0.6538,0,0,0,0.011,LC1,best,0,0,2.45068264,1.097858429,1.352824211
211090001,034732.13+242418.5,56.8839,24.40516,UGCSJ034732.14+242418.3,0,13.08,5.3,0.3972,0,0,0,0.018,LC1,ok,0,0,2.877118111,1.583641052,1.293477058
211021098,034732.18+231823.5,56.88409,23.30655,UGCSJ034732.19+231823.2,0,12.56,4.95,1.2508,0,0,0,0.027,LC1,ok,0,0,2.894322395,1.64589119,1.248431206
211045153,034733.45+234132.9,56.8894,23.6925,HCG277,15.74,10.93,4.7,0.4226,0.6024,0,0,0.025,LC1,best,0.6,27,2.628027916,1.429871559,1.198156357
211107623,034733.67+244103.1,56.89032,24.68422,HII1454,12.86,10.08,2.67,8.5982,0,0,0,0.04,LC3,best,8.41,3.3,1.420127869,0.655247688,0.76488018
210922592,034734.16+214448.6,56.89234,21.74684,PELS066,12.32,9.9,2.31,7.5554,0,0,0,0.031,LC3,best,7.6,0,1.236225128,0.55738163,0.678843498
210989043,034734.78+224804.8,56.89492,22.80135,HCG284,0,12.15,5.11,0.6966,0,0,0,0.046,LC2,best,0,0,2.83072567,1.597253799,1.23347187
211118985,034735.85+245226.9,56.8994,24.87415,HCG279,18.78,12.84,5.83,0.2084,0,0,0,0.027,LC1,best,0.42,0,3.054032326,1.733629227,1.320403099
211031682,034736.02+232826.9,56.90012,23.47414,HHJ73,0,13.28,5.68,0.2819,0,0,0,0.032,LC1,best,0,0,3.07972908,1.753219604,1.326509476
211090094,034737.65+242423.2,56.90688,24.40647,BPL150,0,12.83,5.61,0.7538,0,0,0,0.037,LC1,best,0.77,0,3.156381607,1.827144623,1.329236984
211031293,034738.00+232804.9,56.90836,23.46805,HII1512,13.51,10.32,3.08,8.4106,0,0,0,0.068,LC3,best,8.37,5.3,1.59648037,0.760110855,0.836369514
211115713,034738.04+244911.0,56.90852,24.81974,SK409,16.53,11.7,4.72,2.3229,0,0,0,0.036,LC1,best,0,0,2.582831383,1.411527634,1.171303749
211119999,034738.07+245330.5,56.90865,24.89183,HII1485,14.21,10.61,3.49,0.582,0,0,0,0.077,LC1,best,0.58,42,1.834770203,0.898159981,0.936610222
211093429,034739.35+242732.1,56.91397,24.45893,HCG282,17.56,12.16,5.29,0.519,0,0,0,0.026,LC1,best,0.52,0,2.912947655,1.651329041,1.261618614
211001714,034739.78+230004.6,56.91576,23.0013,HHJ94,18.73,13.22,5.4,0.4571,0,0,0,0.041,LC1,best,0,0,3.009962082,1.722572327,1.287389755
211083317,034740.37+241806.9,56.91822,24.30193,HII1516,13.97,10.34,3.52,0.3067,0,0,0,0.049,LC1,best,0.31,105,1.715589523,0.827345848,0.888243675
211087357,034740.44+242152.5,56.91853,24.36459,HII1514,10.53,8.94,1.48,3.252,3.4661,0,0,0.032,LC3,best,3.25,13.6,0.852726936,0.358097076,0.49462986
210997197,034740.97+225548.0,56.92073,22.93001,HII1553,12.49,9.36,3.02,1.7668,0.8056,0,0,0.036,LC1,best,0.45,9.6,1.404244423,0.64100647,0.763237953
211048014,034741.17+234425.0,56.92158,23.74029,HII1532,13.99,10.57,3.31,0.7814,0,0,0,0.055,LC2,best,0.78,32,1.667262077,0.798726082,0.868535995
211062662,034741.43+235818.9,56.92265,23.97194,HII1531,13.58,10.31,3.16,0.483,0,0,0,0.076,LC2,best,0.48,50,1.55966568,0.732814789,0.826850891
211045643,034744.64+234203.2,56.93603,23.7009,HHJ152,0,12.7,5.34,0.4458,0,0,0,0.023,LC3,best,0,0,3.062623024,1.77971077,1.282912254
211104535,034745.90+243801.4,56.94128,24.63373,HCG287,0,12.54,5.77,0.2962,0.2812,0,0,0.021,LC1,best,0,0,3.18007946,1.862680435,1.317399025
211138781,034747.85+251334.5,56.94938,25.22625,SK398,0,12.09,5.57,0.6111,0,0,0,0.031,LC1,best,0,0,3.138599396,1.80357933,1.335020065
211015308,034748.11+231305.3,56.95046,23.21814,HII1593,11.15,9.3,1.74,5.1371,0,0,0,0.009,LC3,best,5.06,2.4,0.958409309,0.415207863,0.543201447
211091536,034749.77+242543.3,56.9574,24.4287,HCG292,18.18,12.69,5.38,0.8216,0,0,0,0.033,LC1,best,0,0,2.952952385,1.666927338,1.286025047
211096432,034750.94+243018.7,56.96228,24.50522,HCG295,16.15,11.47,4.57,1.4175,0,0,0,0.02,LC1,best,1.42,0,2.427584648,1.297671318,1.12991333
211043323,034751.95+233948.2,56.96647,23.66339,HHJ122,0,13.07,5.47,0.94,0,0,0,0.03,LC1,best,0,0,3.067626953,1.768335342,1.299291611
211060621,034752.51+235628.6,56.96883,23.94128,HII1613,9.88,8.57,1.2,2.8022,3.0929,1.4012,0,0.006,LC1,best,0,20.1,0.713560104,0.294500351,0.419059753
211001183,034752.86+225934.0,56.97027,22.99279,SK394,17.64,12.16,5.37,0.5169,0.3931,0,0,0.016,LC1,best,0,0,3.118885994,1.834619522,1.284266472
211021827,034755.26+231905.9,56.98028,23.31833,HCG302,17.33,12.15,5.07,1.3661,0,0,0,0.021,LC1,best,1.37,0,2.700451851,1.501552582,1.198899269
211080546,034756.63+241531.9,56.98596,24.25887,BPL162,0,13.31,5.82,0.7302,0,0,0,0.019,LC1,best,0,0,3.06609726,1.710920334,1.355176926
210945565,034758.02+220651.1,56.99175,22.1142,BPL163,0,14.32,7.13,0.3443,0,0,0,0.048,LC1,best,0,0,3.344696045,1.889709473,1.454986572
211101996,034759.36+243537.3,56.99737,24.5937,V1281Tau=BPL164,0,13.6,5.82,0.8448,0,0,0,0.047,LC1,best,0.84,0,3.216638565,1.872205734,1.344432831
211110500,034759.73+244352.8,56.99889,24.73134,HII1653,13.5,10.06,3.33,0.7364,0,0,0,0.061,LC1,best,0.74,35,1.591153145,0.752892494,0.838260651
211027306,034804.97+232413.8,57.02072,23.40385,DH546,0,13.94,5.95,0.238,0,0,0,0.017,LC1,best,0,0,3.071245193,1.676370621,1.394874573
211003744,034805.82+230202.9,57.02425,23.03414,HCG309,16.16,11.55,4.5,1.562,0,0,0,0.058,LC1,best,1.56,10,2.51288414,1.360118866,1.152765274
211056865,034805.86+235301.1,57.02443,23.88364,UGCSJ034805.86+235300.8,0,13.27,5.68,0.5561,0,0,0,0.029,LC1,best,0,0,3.162370682,1.84314537,1.319225311
211064559,034806.63+240006.9,57.02766,24.00193,HHJ240,0,12.54,5.37,0.6242,0,0,0,0.04,LC1,best,0,0,2.903299332,1.621833801,1.28146553
211143504,034807.67+251855.2,57.03197,25.31534,DH550,13.94,10.34,3.49,0.446,0,0,0,0.097,LC1,ok,0.45,0,1.725010872,0.83199501,0.893015862
211047990,034807.96+234423.7,57.03317,23.73992,HCG307,17.3,12.18,5.01,0.5148,0,0,0,0.056,LC1,best,0.51,13,2.791128159,1.562826157,1.228302002
211045994,034808.94+234223.5,57.03727,23.70653,HHJ156,0,12.77,5.43,0.7512,0,0,0,0.058,LC1,best,0,0,3.057843208,1.767503738,1.29033947
211063049,034809.21+235840.7,57.03839,23.97799,HHJ225,0,12.65,5.16,0.9637,0,0,0,0.025,LC1,best,0,0,2.831987381,1.575372696,1.256614685
211001695,034810.17+230004.1,57.0424,23.00114,DH554,14.55,11,3.44,6.5481,0,0,0,0.065,LC2,ok,6.48,0,1.780702591,0.870619774,0.910082817
211063723,034810.17+235920.3,57.04239,23.98898,DH555,0,13.51,5.96,0.6734,0,0,0,0.021,LC1,best,0,0,3.054769516,1.675519943,1.379249573
211033726,034810.98+233025.2,57.04577,23.50702,HII1756,14.1,10.69,3.3,8.1854,7.1054,3.8412,0,0.013,LC1,best,1.15,5,1.826721191,0.895157814,0.931563377
210860152,034811.41+204642.6,57.04755,20.77852,DH558,0,12.24,5.49,0.6299,0,0,0,0.023,LC1,best,0,0,3.129796028,1.805770874,1.324025154
211063134,034813.31+235846.9,57.05547,23.97972,HCG311,17.81,12.39,5.31,0.8237,0,0,0,0.016,LC1,best,0,0,2.954584122,1.669124603,1.285459518
211084436,034813.54+241906.3,57.05645,24.31842,HII1762,8.27,7.35,0.81,1.6856,1.7951,1.5963,0.1569,0.004,LC1,best,0,0,0.510145664,0.201603889,0.308541775
211041474,034813.76+233759.4,57.05737,23.63319,HCG315,17.72,12.11,5.5,1.8306,0,0,0,0.045,LC1,best,1.83,0,2.797223091,1.576571465,1.220651627
211029245,034815.23+232605.6,57.06349,23.4349,HHJ232,0,12.56,5.16,0.6994,0,0,0,0.027,LC1,best,0,0,2.788210869,1.538057327,1.250153542
211045648,034815.26+234203.6,57.06362,23.701,HHJ336,17.11,11.78,5.22,0.367,0.3534,0,0,0.024,LC1,best,0,0,2.919137955,1.647509575,1.27162838
211139647,034815.48+251436.7,57.0645,25.24353,BPL170,0,12.99,5.5,0.4809,0,0,0,0.052,LC1,best,0,0,2.998711586,1.709724426,1.28898716
211038622,034816.08+233515.4,57.067,23.58762,HHJ151,0,12.65,5.77,0.3949,0.6303,0,0,0.013,LC1,best,0,0,3.310875893,1.767017365,1.543858528
211138217,034816.86+251254.6,57.07026,25.21517,HII1766,9.13,7.86,1.16,6.7219,3.0162,5.9606,0,0.003,LC3,best,0,22.7,0.659391403,0.213650703,0.4457407
211041683,034816.90+233812.4,57.07045,23.6368,HII1797,10.13,8.76,1.26,2.4534,2.6121,0,0,0.009,LC3,best,0,19.6,0.745856285,0.308067322,0.437788963
