Theia,OName,logage,Avmag,string,width,height,length,GLON,GLAT,Par,vl,vb,RV,X,Y,Z,U,V,W,dist_pc
1,LDN_988e,6.14485,1.67348,0,9.6925,7.13715,0.0,90.9216,2.79432,1.67719,-16.3544,-3.1544,-9.25517,-9.57883,595.45,29.067,17.1537,-9.01972,-3.72845,596.2353698746117
2,Chameleon_I,6.27641,1.95273,0,2.47042,3.23783,0.0,297.093,-14.9899,4.55901,-2.913,-1.89178,2.40837,96.4991,-188.632,-56.7334,-1.90018,-3.02194,-2.70715,219.3458667561598
3,FSR_0261,6.27737,2.74475,0,5.824,7.23115,0.0,84.7931,-0.414384,1.27436,-21.6761,3.14658,2.72266,71.2122,781.45,-5.67524,22.5037,0.768855,3.23951,784.707617941555
4,ASCC_125,6.26727,1.96643,0,7.89937,3.97209,0.0,110.309,2.96364,1.1558,-28.3326,1.63032,-5.40542,-299.895,810.331,44.7328,29.5002,4.93782,1.40342,865.2015919709293
5,NGC_7023,6.37036,1.2416,0,7.86262,4.11629,0.0,105.285,13.911,2.49915,-6.58386,-5.825,-8.73705,-102.387,374.662,96.1987,8.80086,-4.9997,-8.32693,400.1360462557269
6,0,6.37515,1.22375,0,8.99607,11.6514,0.0,121.643,-1.24906,1.59793,-7.22314,1.13173,-5.74988,-328.241,532.645,-13.6417,9.97636,-0.725157,1.39855,625.8096412233327
7,Taurus,6.5,0.25,0,6.58769,2.11816,0.0,172.137,-15.5548,7.36175,0.639536,-1.07079,5.38881,-129.632,17.903,-36.4262,-5.0299,0.0690864,-2.61732,135.8372669541889
8,0,6.5,0.25,0,6.72626,5.74144,0.0,111.099,19.7012,2.32468,-3.02097,0.64819,-8.08385,-145.79,377.835,145.016,6.10273,-6.24818,-2.1088,430.16673262556566
9,IC_1396,6.64387,1.19759,y,47.1676,8.94497,130.429,102.828,4.27636,1.10423,-29.0853,-0.535996,6.88874,-207.264,880.845,68.3205,27.7661,12.6663,0.328557,905.6084330257282
10,0,6.79999,0.799999,0,3.56826,1.37923,0.0,112.138,13.8636,2.89357,-6.08959,2.32805,-4.35964,-126.442,310.79,82.8085,7.57328,-2.20354,1.22646,345.5938511941996
11,LDN_1251,6.79999,0.799999,0,2.4437,2.38992,0.0,115.009,14.2834,2.78953,-4.04874,0.189082,-5.47722,-146.869,314.829,88.4442,6.12186,-3.18869,-1.18766,358.48332873279725
12,0,6.79492,1.42181,0,13.6557,13.3258,0.0,31.15,0.387587,1.555,-11.0056,-0.700117,-2.5016,550.353,332.65,4.35025,3.65901,-10.9904,-0.700767,643.0868167202573
13,Orion,6.89498,0.199979,y,29.498,13.4985,176.496,205.343,-18.2406,2.63863,-4.82186,2.75791,6.56547,-342.773,-142.513,-109.982,-4.20573,3.17317,2.34927,378.98454879994546
14,0,6.89999,1.5,0,7.84175,5.61335,0.0,317.853,-0.939842,1.28116,-5.07625,2.55607,0.0,578.632,-523.704,-12.8029,-3.36119,-3.77729,2.60005,780.5426332386274
15,0,6.85354,2.10246,0,5.2579,6.14504,0.0,216.255,-15.245,1.19876,-12.68,-1.37519,0.0,-649.018,-475.964,-219.35,-7.35601,10.6525,-1.34958,834.1953351796856
16,0,6.9,1.5,0,4.21726,4.77017,0.0,319.605,1.52727,1.0893,-7.13002,3.01456,-0.571051,698.914,-594.713,24.4678,-5.42908,-5.34764,3.18858,918.0207472688884
17,IC_348,6.9252,1.35544,y,6.48136,9.52942,44.8622,160.593,-16.5556,3.36551,-3.50407,1.73991,11.2004,-264.941,94.1287,-80.7356,-8.26494,6.89391,-1.08368,297.13178686142663
18,ASCC_122,6.98941,0.386604,0,2.87181,3.85622,0.0,96.5438,-16.0824,2.02706,-21.8937,2.8509,-2.76961,-54.0202,470.93,-136.661,22.8293,0.710564,3.64919,493.32530857498045
19,0,6.95752,2.42856,0,14.1133,8.26271,0.0,119.313,2.93336,1.33075,-8.80825,-2.79572,-19.9222,-367.411,654.383,38.4554,17.9048,-13.1124,-3.93809,751.4559458951718
20,0,6.97117,2.46341,0,10.3153,4.4445,0.0,82.9466,-2.35646,1.12515,-14.4842,0.19457,0.0,109.044,881.3,-36.5431,14.9934,-1.84677,0.202316,888.7703861707326
21,NGC_1333,7.06216,0.823252,y,13.3706,12.2181,163.928,161.647,-15.3799,3.08957,0.0251956,0.873703,1.29028,-306.87,103.392,-87.2738,-1.37007,0.419264,0.473928,323.66963687503437
22,Vela_OB2,7.08007,0.5,y,10.9999,14.072,88.0981,261.88,-7.89974,2.63951,-9.91633,4.82924,5.43377,-57.6326,-367.32,-39.865,-11.9924,-7.84672,4.57828,378.858197165383
23,Serpens,7.08037,1.37433,y,24.3803,10.37,285.651,28.2003,2.77346,2.29454,-8.14188,-5.60862,6.60796,439.337,208.85,13.273,23.5453,-0.178948,-5.60919,435.8172008332825
24,0,7.0,2.0,0,1.07648,0.898519,0.0,316.468,21.1649,1.43637,-12.9823,13.0888,0.0,470.689,-447.17,251.365,-12.6003,-6.26715,12.4454,696.199447217639
25,IC_2395,7.0,0.5,0,7.9843,5.62555,0.0,266.358,-3.60112,1.35821,-8.32533,1.23427,8.28063,-46.6826,-733.326,-46.2448,-9.21172,-7.96539,0.782472,736.2631699074518
26,NGC_7039,7.0,0.5,0,13.0708,10.1446,0.0,88.2337,-1.8636,1.3126,-17.851,1.90874,5.80149,23.4697,761.082,-24.7754,18.8273,5.41733,1.80712,761.8467164406521
27,S155,7.0,3.5,0,1.96122,1.13073,0.0,110.108,2.69944,1.15478,-21.0793,-0.102225,0.0,-297.376,812.281,40.784,20.6887,7.57928,-0.102968,865.9658116697552
28,Collinder_197,7.06778,1.22925,y,26.5654,12.1728,237.692,262.932,1.133,1.12203,-21.7436,1.053,16.8844,-109.472,-866.227,12.3961,-23.5326,-12.6918,0.902229,891.2417671541759
29,Chameleon_II,7.10001,2.0,0,2.62558,3.18001,0.0,303.455,-14.7117,5.00786,-3.45713,-0.33312,-26.494,106.473,-161.141,-50.7115,-17.3856,20.0316,6.53724,199.68609346107917
30,0,7.15001,0.5,0,11.1327,4.09478,0.0,189.524,-16.7877,3.25237,-4.33072,2.32243,8.85988,-290.307,-48.7042,-88.8047,-9.98652,2.9142,-0.323365,307.4680924987009
31,0,7.1,0.5,0,2.95121,2.48202,0.0,254.372,2.10776,2.72283,-14.5144,8.88287,8.85208,-98.8685,-353.449,13.5076,-16.7188,-4.36839,9.46544,367.26494125597264
32,LDN_1219,7.2,1.0,0,7.67505,10.5785,0.0,111.815,7.55062,2.64722,-4.51633,-0.456185,-7.64789,-139.163,347.661,49.6378,7.18567,-5.41125,-1.47707,377.7547767091515
33,Aveni_Hunter_1,7.16834,0.166633,0,6.87083,7.65726,0.0,110.08,-13.8578,2.35129,-16.0148,3.39211,-7.60136,-141.772,387.819,-101.865,17.6908,-0.679548,5.24815,425.29845318952573
34,Alessi_20,7.10376,0.502563,0,4.66464,3.98657,0.0,117.327,-3.71094,2.28515,0.0639483,-0.259113,-2.60022,-200.473,387.956,-28.3233,1.1924,-2.3891,-0.0781682,437.60803448351317
35,0,7.17411,0.869163,0,9.73717,4.25974,0.0,232.563,-4.62809,2.26778,-12.591,-4.78256,8.44358,-267.181,-348.991,-35.58,-15.4675,1.50786,-5.65965,440.9598814699838
36,0,7.14999,0.5,0,4.99089,7.78786,0.0,198.583,-11.6294,2.18697,-8.2389,-3.51786,16.9475,-424.517,-142.727,-92.1736,-18.1313,2.96099,-7.05975,457.253643168402
37,0,7.12494,1.7506,0,4.08429,2.87657,0.0,31.7637,3.02716,2.14901,-9.24249,-7.19401,3.28857,395.084,244.616,24.5738,8.0844,-5.9502,-7.0609,465.3305475544553
38,0,7.10009,1.0,0,6.26049,12.4653,0.0,56.2814,3.66219,2.0097,-13.6738,-2.70059,11.1233,275.653,413.035,31.7828,18.027,1.82596,-1.98175,497.5867044832562
39,0,7.19996,0.699997,y,41.2321,7.41634,210.657,132.986,2.95675,1.72232,-14.9263,-5.57174,-5.22093,-378.97,423.272,29.0404,14.8522,7.17666,-5.95093,580.6121975010451
40,0,7.10004,0.599992,y,35.8868,22.7015,231.997,42.5798,-0.953687,1.47324,-8.42437,0.431982,6.87194,493.188,449.408,-12.6643,10.5904,-1.27512,0.457228,678.7760310607912
41,NGC_2264,7.10005,0.5,y,6.88228,5.82976,38.8382,202.847,1.76226,1.37049,1.81457,-4.44194,3.68347,-660.725,-274.083,17.8129,0.146062,-2.34221,-4.93721,729.666031857219
42,NGC_7160,7.19998,1.4,0,13.9442,8.59671,0.0,103.688,6.11501,1.09149,-29.8368,10.5859,-15.2598,-215.567,885.092,97.5954,34.1747,-8.85746,9.31089,916.1788014548919
43,CrA,7.21592,0.118924,y,51.4771,7.21006,220.728,322.687,3.68072,7.78508,-3.56683,0.632043,7.30084,114.015,-64.2708,8.34095,4.64788,-8.05015,1.85143,128.45083159068372
44,0,7.20007,0.208287,y,32.4122,6.35155,109.227,191.369,-19.6593,7.341,-4.97228,-1.29471,2.14289,-121.766,-28.4366,-46.0015,-4.79199,3.86415,-2.8695,136.22122326658493
45,Upper_Sco,7.20002,0.299992,y,28.4444,8.37925,192.026,346.72,17.0488,7.29527,-3.48985,-1.36307,5.94678,105.814,-42.0941,32.4145,1.73339,-5.85316,0.461387,137.07511853570875
46,0,7.2948,1.6611,0,17.8202,8.83219,0.0,111.312,2.40671,1.82999,-23.2871,2.39527,-11.6524,-198.432,508.632,22.9469,26.8282,-2.42394,1.93964,546.4510735031339
47,0,7.25428,1.08174,0,13.6783,15.1774,0.0,152.33,1.81076,1.26734,-4.25289,-0.508127,-1.33835,-698.471,366.232,24.9329,3.21937,3.22825,-0.547384,789.0542395884294
48,0,7.20013,1.36784,0,14.7978,10.0389,0.0,80.7261,-2.13311,1.20179,-47.8473,0.964535,5.20069,134.002,820.647,-30.9714,51.2995,-2.95621,0.728935,832.0921292405496
49,0,7.25,1.5,0,27.9048,6.23514,0.0,130.827,3.71382,1.17417,-18.1049,5.14281,2.4885,-555.627,643.094,55.1649,12.7146,13.8866,5.46895,851.6654317517906
50,0,7.20001,2.4,0,4.19152,2.07559,0.0,111.116,2.81766,1.15877,-22.3638,1.37488,0.0,-310.527,804.064,42.4223,21.5108,8.23268,1.41687,862.9840261656756
51,LDN_1340,7.23702,1.0,0,14.5881,8.36002,0.0,130.813,11.1973,1.09772,-18.6594,-1.97179,-12.1175,-584.072,676.351,176.902,22.194,3.61764,-4.37057,910.9791203585614
52,0,7.227,2.539,0,5.46101,5.87565,0.0,110.029,1.57999,1.06581,-36.8222,0.761181,0.0,-321.22,881.175,25.87,35.7497,13.0088,0.792579,938.2535348701927
53,0,7.39999,0.2,y,9.66814,1.73463,43.4397,34.0373,-17.9523,7.39365,-8.06452,-0.518132,14.2823,108.881,69.777,-42.2441,17.6156,1.86429,-5.78263,135.25119528243832
54,0,7.35196,1.56133,0,3.54356,3.37366,0.0,173.688,-7.0018,6.26782,3.80437,-2.79325,0.226285,-157.395,17.4111,-19.4486,-0.30837,-3.86159,-2.85985,159.5451049966336
55,NGC_2232,7.39484,0.277885,y,82.4612,9.55805,317.479,200.844,-7.50447,3.23067,-3.54373,-2.03758,7.08792,-276.777,-77.9964,-43.0674,-6.97343,1.96419,-2.93637,309.5333166185343
56,0,7.35558,0.903259,y,20.8413,13.9985,144.618,6.18596,-3.09352,2.55539,3.73151,5.53326,-0.597011,394.234,38.9392,-18.7151,0.0,0.0,0.0,391.3296991848602
57,ASCC_127,7.32331,0.433109,y,67.4119,16.6626,458.151,107.502,-1.76077,2.30634,-4.97013,-1.20662,-1.51812,-139.976,410.199,-45.6045,7.11607,-2.50648,-0.749539,433.5874155588508
58,ASCC_47,7.39994,0.199998,y,68.4221,9.34794,310.15,246.719,-0.250425,1.96753,-16.4759,-3.45558,15.4671,-208.845,-461.527,-3.82723,-23.3038,-7.95667,-3.59397,508.25146249358335
59,0,7.33654,1.88752,0,22.5997,11.1548,0.0,163.633,-11.8761,1.40052,19.9665,-4.78511,14.7386,-670.42,196.898,-146.942,-19.0899,-16.3943,-8.11345,714.0205066689516
60,NGC_5662,7.38819,0.997709,0,6.00398,13.3587,0.0,316.812,3.10569,1.29187,-15.4933,-7.98258,-8.01444,563.551,-528.994,41.9376,-16.5176,-6.28667,-8.62225,774.0716945203465
61,0,7.36578,1.72174,0,7.68273,11.0117,0.0,326.969,0.0290503,1.17674,0.249876,3.54334,9.3957,712.458,-463.225,0.430872,8.19204,-5.02488,3.64821,849.8053945646448
62,0,7.42279,0.176012,0,5.25059,4.28086,0.0,355.708,3.85388,10.4477,-4.58923,-0.082896,-1.77691,95.231,-7.14626,6.43323,-2.15524,-4.50814,-0.140899,95.71484632981422
63,Mamajek_1,7.43179,0.159553,0,6.0268,0.800295,0.0,291.939,-20.2281,10.3019,-3.13919,-0.610387,13.507,34.0304,-84.4869,-33.5627,1.79719,-13.0159,-5.36436,97.06947262155525
64,0,7.42023,0.293276,0,4.12119,3.59748,0.0,302.084,-7.97147,10.0155,-2.90429,0.0823191,7.21338,52.5216,-83.7782,-13.8465,1.37165,-7.78531,-0.886985,99.8452398781888
65,0,7.42099,0.348165,0,4.35397,3.26534,0.0,183.719,-4.74396,9.2703,6.80887,-1.65778,-13.4159,-107.275,-6.97221,-8.9213,14.2231,-5.91195,-0.509819,107.87137417343558
66,0,7.43927,0.225582,0,1.94064,1.61144,0.0,179.598,-19.8391,6.80672,3.04587,1.26446,3.07469,-138.191,0.97062,-49.8594,-3.42031,-3.10162,0.154061,146.91363828686943
67,0,7.42966,0.432183,0,1.77117,2.69248,0.0,0.0319429,7.07901,6.54776,-2.15705,-0.184746,7.73757,151.56,0.084496,18.8214,7.87908,-2.20427,0.773579,152.7239849963957
68,0,7.43266,0.270399,0,4.57636,2.65596,0.0,180.752,-6.09358,6.327,5.49118,-2.38488,9.24201,-157.146,-2.06328,-16.7777,-9.06796,-5.70057,-3.40402,158.052789631737
69,0,7.49661,0.198995,0,8.8234,4.93589,0.0,225.52,-6.57418,5.19576,3.6415,2.99744,-4.1914,-133.964,-136.421,-22.0352,5.40932,0.162045,3.55053,192.46462500192465
70,0,7.42238,0.592396,0,3.35532,1.87494,0.0,5.17077,13.3916,4.78841,-1.27085,2.64848,3.51055,202.332,18.3096,48.3677,2.97287,-1.02128,3.45188,208.83758909533645
71,0,7.42532,0.371573,0,7.2128,4.88018,0.0,177.034,-18.8333,4.56097,-3.75497,1.08604,0.675387,-207.235,10.7371,-70.7779,-0.827523,3.90965,0.876414,219.2516065661471
72,0,7.49374,0.214431,y,23.9211,5.23358,176.305,220.552,-5.50602,3.38322,3.09516,1.83042,4.69383,-258.638,-192.597,-35.877,0.261184,-4.44159,1.80414,295.5764035445522
73,Stephenson_1,7.42316,0.183999,y,124.268,12.0736,842.096,62.1984,13.939,3.03273,-9.23281,-1.83243,-0.100879,131.469,245.799,71.7345,7.79407,-4.96119,-1.29215,329.7359145060721
74,NGC_2547,7.49608,0.200997,y,42.0509,6.51367,154.103,255.332,-9.22548,2.97259,-7.32594,-5.20561,-0.699328,-81.4298,-325.77,-51.0982,-6.77899,3.7177,-5.58838,336.4069716980815
75,BH_164,7.46751,0.266318,y,70.8369,13.6301,405.397,305.394,-7.45914,2.87842,-8.95942,-5.97982,0.137818,167.288,-270.279,-50.5965,-9.40424,-4.62797,-6.45793,347.4128167536357
76,IC_4665,7.40001,0.800001,0,1.97146,2.95198,0.0,30.5545,17.1317,2.87218,-8.40827,-2.74318,5.5094,286.52,169.14,102.559,9.65556,-4.16196,-0.983199,348.1675939530252
77,Per_OB2,7.41995,0.674994,y,14.834,11.059,87.492,162.612,-14.8772,2.67266,-4.14434,2.55539,12.3167,-346.244,106.446,-95.32,-11.2071,8.13075,-0.679663,374.1590774733786
78,0,7.45215,0.239939,0,13.0334,6.39493,0.0,204.628,-21.9656,2.42026,-13.5368,3.94703,11.0199,-348.328,-159.682,-154.549,-17.1768,8.26738,0.0419803,413.17874939056134
79,ASCC_44,7.4126,0.427204,y,38.0275,7.4176,254.525,268.384,-14.7647,2.12503,-6.00647,1.0838,2.63085,1.59742,-451.863,-138.125,-5.34211,-3.40982,0.154087,470.5815917892923
80,BH_23,7.42156,0.30897,y,18.8273,6.61988,143.735,253.537,-0.41798,2.09707,-13.9102,3.0133,10.8236,-140.726,-452.445,-0.61131,-16.411,-4.47266,3.10844,476.8558035735574
81,Teutsch_39,7.41552,0.331957,y,25.4336,7.91237,145.748,98.5466,-16.3498,2.06377,-21.182,0.95346,-3.05148,-86.2616,461.131,-130.966,21.681,1.53241,0.710236,484.55011944160447
82,Gulliver_9,7.42428,0.170446,0,4.33484,5.34768,0.0,264.864,-5.48625,1.95372,-11.6331,3.84377,10.3658,-45.6076,-507.455,-48.9359,-12.9748,-9.81143,2.95404,511.8440718219602
83,0,7.4587,0.25994,0,11.94,11.9841,0.0,221.278,-16.6582,1.65083,-8.76068,-2.40405,14.6098,-436.129,-382.857,-173.647,-15.9947,-2.413,-6.62953,605.7558924904442
84,0,7.44252,0.321647,0,3.27737,3.33597,0.0,313.958,23.1895,1.54028,-15.054,15.0184,-4.10777,414.245,-429.589,255.65,-17.5092,-3.33959,12.0908,649.2326070584569
85,0,7.43487,0.493545,0,8.24027,6.73484,0.0,143.126,4.05587,1.49446,-22.4936,1.63582,-9.63924,-533.94,400.515,47.3275,21.738,12.3987,0.941803,669.1380164072642
86,0,7.41173,0.2277,y,40.0587,6.93882,335.1,236.853,-8.77694,1.38229,-16.5006,1.47968,22.8184,-399.273,-605.516,-109.931,-26.7301,-10.4625,-1.64663,723.4371947999334
87,Collinder_132,7.42303,0.226,y,23.755,10.0148,197.275,238.492,-8.90173,1.31419,-14.0031,-1.58433,15.0993,-357.564,-614.034,-110.501,-20.3628,-7.98113,-4.46122,760.9249804061817
88,IC_5146,7.422,0.653,0,9.56947,8.70041,0.0,94.3328,-5.61737,1.30251,-25.8974,5.83875,2.66639,-57.7246,761.876,-75.1507,26.5761,5.32941,5.75768,767.7484241963593
89,ASCC_79,7.42096,0.700002,0,8.1862,8.20448,0.0,320.1,-2.89819,1.19882,-1.58343,0.000975103,1.48121,639.116,-534.384,-42.176,0.139126,-2.19132,-0.0869839,834.153584357952
90,vdBergh_80,7.422,0.623001,0,9.30388,20.9557,0.0,218.928,-7.19155,1.18901,-12.5195,-7.71776,19.7053,-649.128,-524.297,-105.287,-22.7941,-2.03314,-10.3209,841.0358197155617
91,Pismis_Moreno_1,7.42304,1.52399,y,93.8101,9.36006,281.548,101.807,6.27147,1.10637,-30.6437,3.75609,11.1672,-175.586,875.134,99.1774,30.1772,26.8618,6.4063,903.8567567811851
92,IC_2602,7.54892,0.243297,y,23.805,7.12264,120.793,281.659,-5.85834,6.75832,-0.714816,5.56335,8.30812,23.6091,-147.3,-16.1182,0.80968,-8.65742,4.49872,147.96576664023013
93,0,7.5,2.0,0,2.82828,2.532,0.0,181.328,-6.13747,5.51065,1.48336,-1.53164,6.63938,-180.378,-4.18008,-19.4014,-6.54769,-1.65758,-2.27687,181.46679611298123
94,0,7.5817,0.260339,0,7.41442,5.49398,0.0,308.815,-18.466,5.13223,5.15125,-4.09153,-5.94497,115.844,-144.002,-61.7162,-0.341735,8.79029,-1.9568,194.84707427375625
95,Platais_5,7.53027,0.192394,y,75.4655,9.21707,348.161,243.6,-17.9392,4.7488,-8.09841,-3.76886,0.0916704,-44.1312,-174.083,-66.1998,-5.44648,5.91454,-3.9374,210.57951482479785
96,RSG_5,7.54532,0.226064,y,60.5199,5.90032,331.55,85.9864,6.75437,3.17397,-4.07497,2.64569,0.625913,20.5492,279.273,36.6113,4.89033,-6.23815,1.38593,315.06283928329503
97,0,7.52256,0.119736,y,53.0592,7.9225,193.025,232.151,-12.1027,2.524,-12.4524,-1.01916,8.55033,-227.387,-320.646,-80.8906,-15.5797,0.111777,-2.73924,396.19651347068145
98,0,7.59001,0.220001,y,40.5471,6.02638,220.272,84.0691,1.35969,2.15273,-5.29953,0.925307,6.96656,48.3126,459.831,10.7583,5.74978,6.38192,1.12322,464.52643852224855
99,ESO_165-09,7.51154,0.150307,y,48.3827,6.60034,224.15,262.733,-7.28326,2.11208,-16.1685,-0.401147,10.9315,-32.6046,-449.835,-55.3207,-17.0577,-12.4164,-2.09822,473.4669141320404
100,0,7.54248,0.51747,0,6.52368,5.84662,0.0,104.465,-13.9609,2.08438,-18.4322,3.14622,-3.82647,-116.297,450.829,-115.747,19.0239,1.78768,4.06881,479.75896909392725
101,0,7.535,0.373,0,10.5876,2.99853,0.0,96.4769,1.11774,2.08406,-7.55539,1.76434,-12.0522,-54.1163,476.679,9.36005,8.83342,-11.4338,1.49777,479.83263437712924
102,NGC_3228,7.50513,0.215633,0,10.2004,7.57062,0.0,280.61,4.02379,1.98013,-15.0534,-11.7253,11.2112,92.7601,-495.159,35.4375,-12.9588,-14.9247,-11.2229,505.0173473458813
103,0,7.5,1.5,0,24.9251,9.98863,0.0,13.4664,-13.6727,1.90165,-12.6003,6.60058,13.8093,496.91,118.989,-124.3,17.8859,-8.96132,3.17664,525.8591223411248
104,0,7.51282,0.224583,0,20.997,10.0625,0.0,276.699,-7.03543,1.8099,-3.76621,0.514155,6.06076,63.9693,-544.613,-67.6739,-2.94502,-6.60296,-0.251077,552.5167136305873
105,0,7.50201,0.227,0,18.384,10.4163,0.0,268.495,2.92895,1.76209,-5.39555,-8.56922,9.75895,-14.8842,-566.571,28.9983,-6.00045,-10.2798,-8.60703,567.5079025475429
106,Haffner_13,7.53979,0.120468,0,5.76734,3.70904,0.0,245.055,-3.65523,1.71486,-17.1452,-0.43647,18.2789,-245.437,-527.663,-37.1765,-23.8816,-9.43512,-1.64068,583.1379821093267
107,0,7.51911,0.282496,0,7.83782,10.094,0.0,265.28,-14.6167,1.65934,-17.9116,-6.54643,6.18734,-47.9872,-581.167,-152.079,-18.5548,-2.92286,-8.05067,602.6492460857932
108,Lac_OB1,7.52002,0.244843,y,10.1142,20.8053,62.3632,100.626,-12.0855,1.59637,-20.2808,0.714658,-1.46311,-106.768,606.166,-126.225,20.6238,4.79319,0.509333,626.4211930818043
109,NGC_2224,7.55011,0.659894,0,19.0808,11.7166,0.0,196.32,-0.258587,1.52577,1.00192,4.36115,1.54902,-628.993,-184.165,-2.95796,-1.24838,-1.44757,4.5779,655.4067782169003
110,0,7.52958,0.378151,0,27.927,16.4616,0.0,265.803,-1.52429,1.42543,-29.4366,-0.270896,16.1576,-51.3281,-699.411,-18.6615,-31.3695,-14.2539,-0.693671,701.5426923805448
111,0,7.50936,0.576521,y,34.6965,15.6414,356.532,81.6742,-3.65368,1.37936,-24.6745,-2.45458,3.72393,126.952,763.706,-36.869,27.2728,4.92543,-2.61752,724.9739009395663
112,0,7.54199,1.339,0,15.7213,7.49123,0.0,128.127,-0.626218,1.07149,-19.6478,-0.797593,39.6503,-576.181,734.11,-10.2001,-9.01545,44.4578,-1.26486,933.2798252900167
113,0,7.634,0.258,y,8.06331,8.58617,55.7116,272.593,-17.6932,9.52244,-0.591582,6.53577,8.95044,7.03531,-103.356,-30.7439,0.202886,-10.242,4.02076,105.01510117154847
114,IC_2391,7.66501,0.265,0,2.00877,1.87157,0.0,270.506,-6.70104,6.58474,-12.9295,1.85304,2.01181,1.33191,-150.823,-17.7211,-13.1955,-2.38117,1.64217,151.86628477358255
115,0,7.65107,0.203423,y,46.6364,4.29261,205.582,280.067,-8.38496,5.57029,-12.427,1.25528,1.7573,30.0342,-169.648,-26.8367,-12.6001,-3.50113,1.16944,179.52386680047178
116,0,7.6875,0.177124,y,30.4095,8.46382,160.239,193.06,-2.72478,4.31244,8.70998,3.46603,9.04644,-218.972,-39.0706,-10.3406,-8.57623,-10.4405,3.19599,231.88728422888204
117,ASCC_123,7.63806,0.417148,0,3.95505,2.5302,0.0,104.496,-4.19293,4.18727,-2.82647,-0.150925,4.2589,-59.6209,230.597,-17.4613,1.76859,4.93249,-0.47027,238.8190873767395
118,NGC_2451A,7.69915,0.207406,y,71.6014,9.26992,535.573,238.324,-4.22265,3.5702,-14.1504,-3.67646,15.7897,-176.808,-237.33,-24.4558,-21.513,-6.1259,-5.24133,280.09635314548206
119,0,7.60022,0.263274,0,4.87104,4.24823,0.0,328.959,-10.5724,3.20114,-2.35815,-3.39549,9.04243,263.109,-158.351,-57.3161,6.01239,-6.40949,-5.09427,312.38871152152046
120,0,7.66343,0.232722,y,115.475,5.6962,358.34,284.862,-5.82005,3.06701,-12.7213,-0.131966,1.92319,121.037,-275.556,-30.3875,-11.8905,-3.96714,0.0631195,326.05045304710455
121,0,7.677,0.197127,0,8.41686,5.41297,0.0,52.1004,5.66155,2.65713,-10.2111,0.349535,-8.34892,230.054,295.521,37.1272,3.08315,-13.2205,-0.423836,376.3459070500879
122,NGC_6405,7.63295,0.526001,0,9.31018,8.10723,0.0,356.435,-0.38087,2.15944,0.46111,2.94879,0.00218203,462.177,-28.7979,-3.07829,0.0555834,0.533696,3.0168,463.08302152409885
123,FSR_0581,7.60584,0.956955,0,9.74953,6.27704,0.0,133.356,8.167,2.13252,-6.25383,-6.25244,-13.5075,-318.666,337.502,66.6153,13.3962,-4.89916,-8.33706,468.9287790970307
124,0,7.68085,1.4131,0,8.83723,11.3321,0.0,98.9423,13.537,2.03169,-7.72815,-3.35552,-4.1285,-74.3822,472.712,115.211,8.29715,-2.03417,-4.33492,492.2010739827434
125,Alessi_44,7.69305,0.734002,y,33.3107,10.0123,184.0,38.8467,-10.668,1.6556,-3.1095,5.46086,10.9654,459.315,369.037,-109.926,11.2665,4.28274,3.18926,604.0106305870984
126,0,7.64771,0.316641,0,11.1388,13.9381,0.0,110.044,-13.2098,1.56644,-15.7243,2.09083,0.659736,-213.016,583.853,-145.884,15.2472,6.79094,1.9624,638.3902351829626
127,Trumpler_3,7.68304,0.778005,y,14.6496,6.68968,92.5041,138.179,4.1436,1.49192,-25.8768,0.965652,-18.3624,-479.175,463.019,52.1561,34.748,5.20685,-0.222693,670.277226660947
128,0,7.65756,0.634924,0,10.8446,13.6601,0.0,222.952,2.61242,1.48945,-13.6636,-6.98221,6.74009,-490.898,-456.999,30.6016,-15.5201,6.05486,-7.31381,671.3887676659169
129,Loden_1194,7.64899,0.983001,0,7.79603,7.72388,0.0,312.398,1.61976,1.38005,-14.3881,-0.72702,-16.2131,488.389,-534.899,20.4821,-22.0033,2.32501,-1.21564,724.6114271222057
130,NGC_2183,7.63318,1.67094,0,13.5469,7.78537,0.0,214.46,-11.6744,1.2166,-12.5375,-8.136,15.3657,-663.706,-455.477,-166.325,-18.5645,2.81446,-11.2864,821.962847279303
131,0,7.60221,1.51859,0,6.01992,8.57597,0.0,101.578,4.78933,1.15909,-25.9382,3.98458,0.0,-172.547,842.241,72.0327,26.3404,5.04516,4.10536,862.7457747025684
132,NGC_6250,7.66516,1.16449,0,6.00162,4.47168,0.0,340.459,-1.90227,1.10285,7.5807,-1.04421,-11.7075,854.049,-303.119,-30.0993,-8.72636,11.2961,-0.670682,906.7416239742485
133,Alpha_per,7.74419,0.31087,y,73.8827,11.0982,404.595,138.988,-3.74742,6.37594,8.25883,0.407139,-2.81433,-72.3189,86.7178,-4.5795,-3.74566,-9.31676,-0.0852824,156.8396189424618
134,Platais_9,7.73098,0.213,0,15.4929,6.4455,0.0,269.055,3.8728,4.98366,-13.074,0.361423,4.69598,-3.3009,-200.17,13.5526,-13.2705,-4.53857,0.838655,200.6557429680195
135,0,7.70745,0.305786,0,8.8697,5.17399,0.0,12.3048,23.5724,4.36676,-7.5416,-2.09109,1.00823,205.072,44.7309,91.5799,3.41218,-7.22031,-1.53576,229.00273887275694
