Theia,OName,logage,Avmag,string,width,height,length,GLON,GLAT,Par,vl,vb,RV,X,Y,Z,U,V,W,dist_pc
1187,0,9.07712,0.1411,0,9.45037,6.62365,0.0,24.7303,-21.2512,3.49225,-9.82335,4.43252,-2.29841,242.401,111.647,-103.789,3.63677,-9.27044,5.00645,286.3483427589663
1188,0,9.04077,0.125965,0,10.4448,7.68586,0.0,90.6905,-23.3983,3.09667,-24.9244,12.0726,13.438,-3.57145,296.351,-128.241,26.1444,17.998,6.25689,322.92753183258145
1189,0,9.09164,0.201866,0,17.3784,9.16053,0.0,290.466,-20.0947,2.8962,42.1019,-0.377434,13.8375,113.376,-303.795,-118.629,44.4666,2.53734,-5.1893,345.28002209792146
1190,0,9.05682,0.378795,0,10.8734,10.1227,0.0,304.59,4.4657,2.67195,-0.391683,-0.895019,-18.5511,211.823,-307.166,29.1406,-11.006,15.2973,-2.4132,374.2585003461891
1191,0,9.07009,0.130629,0,12.7618,9.85605,0.0,252.073,-3.72585,2.62986,3.03468,3.24935,1.33527,-116.796,-361.022,-24.7095,2.34404,-2.42147,3.28513,380.2483782406668
1192,0,9.09186,0.422369,0,11.4385,16.7161,0.0,106.715,13.2518,2.62897,16.5055,-0.0911182,-9.93484,-106.485,354.605,87.1941,-13.3976,-14.3216,-2.44132,380.37710586275233
1193,0,9.0198,0.109172,0,15.2503,7.09288,0.0,88.9335,8.34325,2.62713,-28.0468,-7.97146,7.00167,7.00967,376.55,55.2326,28.0479,7.71717,-6.82372,380.6435159280279
1194,0,9.03915,0.0698304,y,19.0653,8.92981,129.837,75.5879,12.2637,2.58937,8.16642,1.24778,-2.16743,95.7364,359.848,85.5579,-8.67821,0.950132,1.79026,386.1943252605846
1195,0,9.00199,0.556837,0,12.7244,9.9753,0.0,355.598,0.420043,2.57601,22.7258,5.7406,23.4363,387.041,-29.7961,2.8459,25.6441,21.4192,6.04919,388.1972507870699
1196,0,9.07795,0.33044,0,13.3543,12.5433,0.0,112.796,-8.2322,2.5685,16.8534,0.668352,-3.64331,-149.294,355.224,-55.7467,-14.8297,-10.1267,1.20898,389.33229511387975
1197,0,9.04227,0.173487,0,17.3997,8.75802,0.0,71.8833,7.31198,2.54537,-22.6055,-5.4707,10.5033,121.171,370.357,50.0013,26.2391,3.39783,-4.35539,392.8701917599406
1198,0,9.02509,0.320125,y,15.4806,13.0396,85.1693,317.904,-8.75954,2.53125,-15.2713,0.578902,0.589161,288.633,-259.866,-55.5889,-13.1446,-8.55335,1.21718,395.0617283950617
1199,0,9.0108,0.170244,0,6.91676,12.8568,0.0,132.977,18.5483,2.52218,19.5644,-1.76709,4.13897,-256.244,275.01,126.123,-18.2697,-10.7541,-0.362763,396.4824080755537
1200,0,9.06409,0.257528,y,23.0388,6.80657,141.678,320.171,-13.2739,2.50067,-32.119,-11.3494,-19.2318,289.099,-236.294,-91.2108,-49.8064,-3.36132,-2.33975,399.89282872190256
1201,0,9.03699,0.649,0,13.4948,11.619,0.0,162.991,-13.1753,2.49004,16.5691,-1.38428,11.5144,-373.925,114.382,-91.5373,-15.4242,-12.3896,-4.13783,401.5999742976016
1202,0,9.0,1.0,0,8.81223,7.0888,0.0,135.648,10.9892,2.48301,-28.6442,6.45863,-18.5181,-282.702,276.374,76.7715,36.2221,8.54798,3.26254,402.73700065646125
1203,0,9.0791,0.243489,0,13.476,6.15279,0.0,338.585,-22.209,2.45856,-28.0394,-14.9245,-16.685,350.568,-137.492,-153.743,-30.5749,-18.8752,-7.69427,406.74215801119357
1204,0,9.00994,0.450074,y,27.2548,5.52515,166.578,332.323,-1.57356,2.42228,-39.4207,-1.08035,-19.8872,357.549,-184.337,-13.3416,-40.4769,-25.4498,-0.506914,412.8341892762191
1205,0,9.03626,0.509438,0,26.3449,17.2218,0.0,354.198,-1.22559,2.42011,-23.9433,2.46061,-17.0702,410.994,-41.7631,-8.838,-19.8211,-22.9461,2.88542,413.2043584795732
1206,0,9.04014,0.365992,0,9.18282,16.4465,0.0,326.256,2.7449,2.40692,-32.4933,-10.1228,-2.84452,345.077,-230.521,19.8965,-21.0656,-27.2121,-10.6719,415.468731823243
1207,0,9.09253,0.228026,0,13.3538,12.8663,0.0,79.0274,3.75184,2.36098,10.9955,0.708486,-6.32148,80.4464,414.919,27.7153,-12.415,-4.2109,0.277264,423.5529314098383
1208,0,9.03431,0.136582,y,28.6444,14.0294,207.18,91.4757,-7.88753,2.35017,-42.1633,0.877126,-0.855085,-2.46122,404.77,-52.3419,43.6882,9.03107,0.702236,425.501133960522
1209,0,9.0,1.5,0,16.2806,21.9768,0.0,154.654,-0.256032,2.33501,55.0775,-6.453,-14.0818,-387.036,183.328,-1.91373,-10.9879,-56.9078,-6.53336,428.2636905195266
1210,0,9.05771,0.232065,0,13.2665,10.0788,0.0,100.676,-19.8224,2.27715,9.60512,-4.67882,-3.16968,-76.5316,405.974,-148.917,-9.01048,-6.49386,-3.51351,439.1454230068287
1211,0,9.07556,0.561636,0,13.4109,18.0999,0.0,342.908,-0.97849,2.24544,-20.9866,-12.2948,-19.8682,425.616,-130.87,-7.60521,-25.9681,-14.5944,-12.2888,445.3470143936155
1212,0,9.01864,0.394275,0,17.2222,16.8236,0.0,62.6942,-0.0210024,2.2078,21.3413,-2.94019,-18.305,207.782,402.469,-0.16603,-27.8447,-6.69387,-2.9259,452.93957786031336
1213,0,9.08795,0.569507,0,15.6384,9.45428,0.0,39.036,-25.2245,2.15987,4.75409,7.33774,8.40604,325.336,263.79,-197.311,5.47521,10.5552,2.96692,462.99082815169425
1214,NGC_752,9.09602,0.234,y,36.5691,8.52968,252.458,140.439,-23.1044,2.15349,10.6994,-9.72926,2.67677,-320.844,252.415,-177.946,-3.08853,-12.7568,-6.88004,464.3624999419547
1215,0,9.0,0.4,0,13.4285,11.9068,0.0,351.311,-10.4247,2.1513,4.44215,13.7259,3.14269,451.914,-69.067,-84.1084,6.11791,3.39881,12.318,464.83521591595775
1216,0,9.0,0.4,y,18.0582,9.16408,147.308,313.9,-11.8869,2.11759,-29.7793,-2.76119,-11.4802,334.445,-364.287,-115.105,-27.7572,-15.1461,-0.937931,472.23494633049836
1217,0,9.01715,0.223108,y,19.4453,9.35146,190.023,50.5077,16.3885,2.11223,-21.7188,-13.268,47.8033,305.505,374.95,135.565,53.5924,30.9165,2.04009,473.4332908821483
1218,0,9.00229,0.197018,0,18.0756,8.44964,0.0,213.112,10.4208,2.06879,8.81683,6.58633,-18.1519,-398.2,-259.698,87.431,21.3316,2.97155,3.34796,483.3743395898085
1219,0,9.0,0.4,0,10.411,16.4672,0.0,303.985,20.6713,2.05163,-37.5363,4.40193,3.74711,254.917,-378.138,172.061,-30.1337,-22.7883,5.41855,487.4173218367834
1220,0,9.08533,0.114435,0,24.4481,10.0303,0.0,260.176,9.14775,2.01387,-22.4864,0.616493,14.6555,-83.6444,-483.053,78.943,-25.8335,-10.4139,3.18101,496.55638149433685
1221,0,9.0,0.4,0,13.0226,9.30738,0.0,241.399,15.8005,2.00391,43.8855,4.80174,-2.8183,-229.862,-421.574,135.878,44.7542,-19.5291,4.53361,499.0244072837603
1222,0,9.00195,0.192571,0,14.0042,15.0366,0.0,40.1733,-24.7531,1.97072,-1.09669,19.3651,-12.6786,352.101,297.267,-212.465,-1.44409,-2.68603,24.8161,507.4287570025168
1223,0,9.08688,0.260832,0,15.4076,14.2925,0.0,76.8902,-3.86895,1.96774,-35.0493,-3.89655,5.13365,115.005,493.824,-34.2904,35.3706,-3.13039,-4.26262,508.1972211775946
1224,0,9.01221,0.55944,0,14.4428,7.07503,0.0,317.767,4.96824,1.93852,-23.4626,2.34177,-24.2893,380.512,-345.431,44.675,-34.6019,-0.989592,0.235307,515.8574582671316
1225,0,9.0,0.4,0,18.0868,11.7075,0.0,325.351,-7.23246,1.93533,-31.0908,-0.872286,-5.84096,421.686,-291.437,-65.051,-23.3906,-23.1903,-0.283365,516.7077449323888
1226,0,9.03778,0.484901,0,11.3686,7.76847,0.0,55.0839,-3.48504,1.93409,-17.8541,4.12862,8.41106,295.394,423.183,-31.4298,19.4563,-2.80599,3.57301,517.0390209349099
1227,0,9.03339,0.391643,0,12.4847,10.7198,0.0,3.10547,-13.8305,1.92323,-17.1144,-2.8708,-1.34161,504.142,27.3517,-124.296,-1.07808,-17.419,-2.46616,519.958611294541
1228,0,9.03638,0.519159,0,11.2322,13.0194,0.0,332.194,-1.11366,1.91603,-16.5128,-5.4232,-7.07463,461.56,-243.419,-10.1438,-14.6184,-11.9717,-5.61926,521.9124961508953
1229,0,9.07834,0.143617,0,15.5289,9.89398,0.0,309.627,20.6621,1.79415,17.4183,-2.86984,9.91041,332.614,-401.678,196.67,20.5692,3.41179,0.90457,557.3669983000307
1230,0,9.0,1.0,0,29.5787,20.7635,0.0,344.281,-4.91821,1.77257,-21.7538,-3.58139,-16.3453,541.055,-152.274,-48.3667,-22.497,-17.2633,-2.33394,564.1526145652922
1231,NGC_6991,9.07795,0.401001,0,11.4078,6.09616,0.0,87.3429,1.54492,1.76794,16.4913,10.1052,0.870419,26.2125,564.815,15.2497,-16.8966,1.39454,10.4101,565.6300553186194
1232,0,9.09596,0.621001,y,69.1421,18.783,501.784,112.784,-0.918661,1.75441,14.8594,-1.92921,-4.7554,-214.668,531.974,-10.4065,-13.1609,-10.1466,-2.03581,569.9921911069819
1233,0,9.08295,0.0723731,0,17.5874,13.732,0.0,313.025,20.8457,1.73026,-1.44101,3.17162,-13.6578,368.531,-394.855,205.664,-10.9212,9.31681,-1.79417,577.9478228705512
1234,0,9.04,0.904999,0,10.2387,5.84326,0.0,19.1067,-6.76678,1.71971,18.9668,-9.01111,-11.7775,545.633,189.013,-68.5165,-18.5469,13.7735,-7.47916,581.4933913276075
1235,0,9.00507,0.238466,0,25.7716,21.6158,0.0,282.878,2.50872,1.69362,4.21153,8.02195,5.49756,131.471,-575.048,25.8449,5.14141,-4.21699,8.46494,590.4512228244826
1236,0,9.01361,0.687823,0,22.0354,13.1376,0.0,157.652,-24.5325,1.66948,6.30807,-2.67435,-17.7449,-503.987,207.192,-248.705,13.7761,-12.9048,5.03972,598.9889067254475
1237,0,9.00659,0.561693,0,19.2695,13.4283,0.0,1.99494,-26.2109,1.66497,8.50703,4.65116,-8.49616,538.525,18.7581,-265.275,-6.14737,8.07534,7.76411,600.6114224280317
1238,0,9.01593,0.355467,0,33.2241,13.3725,0.0,311.934,-12.6262,1.62245,28.9805,4.43678,0.955067,401.932,-447.423,-134.728,23.5253,18.5047,4.26148,616.3518136152117
1239,0,9.02469,0.22969,0,17.9501,7.69063,0.0,84.6973,21.4585,1.55869,-30.6336,-6.20758,8.30109,55.1823,594.536,234.701,32.8733,7.26966,-2.93817,641.5643906100636
1240,0,9.07749,0.330254,0,19.7811,14.6653,0.0,260.498,-6.54691,1.54494,23.3651,2.79223,-7.28245,-106.153,-634.231,-73.8001,24.2565,3.12837,3.54587,647.2743278056106
1241,0,9.02521,0.383625,0,19.8255,14.6278,0.0,352.019,-11.0146,1.53784,-19.5848,-4.48348,-1.60494,632.103,-88.6254,-124.239,-5.3519,-19.9403,-4.41417,650.2627061332778
1242,0,9.09702,0.34,0,15.8341,19.1208,0.0,276.938,-0.12908,1.5002,8.76182,-0.0304624,-0.855573,80.5183,-661.697,-1.50171,8.59967,1.92836,-0.206195,666.5777896280496
1243,0,9.03314,1.1381,y,32.4542,11.1396,232.567,35.3238,-18.1849,1.47816,2.47183,-14.7045,-18.1611,518.435,383.147,-219.745,-9.67148,-3.8838,-12.8895,676.5167505547438
1244,0,9.00952,0.391773,0,10.3808,19.5307,0.0,89.0493,7.6592,1.47809,-4.0888,-4.25721,-5.48012,11.1254,670.421,90.1709,4.06168,-5.05548,-4.9637,676.5487893159416
1245,0,9.01303,0.275192,0,9.55317,8.78328,0.0,236.819,4.25476,1.47765,-0.608642,-0.067327,8.69012,-369.359,-564.84,50.209,-5.36953,-7.08102,0.628534,676.750245321964
1246,0,9.03464,0.385845,0,15.6109,14.0838,0.0,315.365,-18.2734,1.45743,-46.9799,-14.4502,-8.91633,463.632,-457.762,-215.14,-41.9532,-23.7911,-10.707,686.1393000006861
1247,Ruprecht_113,9.02368,0.459058,0,13.6454,11.3099,0.0,323.922,-5.30776,1.45445,-20.7544,3.02628,-4.49918,553.3,-403.154,-63.6017,-16.331,-15.1253,3.54478,687.5451201485098
1248,0,9.01996,0.601803,0,10.3832,11.4116,0.0,43.6188,-10.0695,1.43716,-12.1558,-4.71668,12.4664,495.976,472.622,-121.659,16.8489,-0.670146,-6.83302,695.8167497007988
1249,0,9.04005,0.64636,0,19.9302,15.4685,0.0,124.516,-3.73338,1.4109,10.565,3.75651,8.63023,-400.76,582.76,-46.1503,-14.2035,1.22876,3.30818,708.7674533985399
1250,0,9.05814,0.487961,0,9.0674,13.2943,0.0,299.749,8.2676,1.40851,-46.0588,13.8464,-8.95932,348.627,-609.994,102.091,-45.9689,-13.5034,12.5752,709.9701102583581
1251,0,9.08606,0.467018,0,16.6804,20.9123,0.0,271.598,-9.49067,1.39882,3.21711,4.42455,-9.33763,19.668,-704.83,-117.876,3.07491,8.74792,6.12098,714.8882629644986
1252,0,9.04892,0.268968,0,8.94251,9.13703,0.0,191.403,12.5654,1.39686,6.85549,-14.0574,-3.22501,-684.953,-138.149,155.746,1.44902,-7.03307,-15.0261,715.8913563277637
1253,0,9.06479,0.524588,0,23.8583,8.16017,0.0,359.622,-15.6786,1.39183,-10.6525,-12.5197,4.68778,691.73,-4.56825,-194.162,1.02343,-11.1082,-13.8328,718.478549822895
1254,Alessi_1,9.01257,0.166006,0,11.4697,7.56309,0.0,123.56,-13.3285,1.36421,5.88126,-12.6716,-7.33224,-394.31,594.379,-168.986,0.617525,-11.9828,-11.0611,733.0249741608698
1255,0,9.06119,0.459064,0,9.99735,15.3307,0.0,308.033,-4.22779,1.3482,-31.5832,-7.30535,-10.5172,455.743,-582.638,-54.6815,-31.8775,-10.6304,-6.51799,741.7297136923304
1256,0,9.00678,0.139968,0,25.3417,9.35938,0.0,229.633,-13.7585,1.34667,-0.0139054,-7.18418,14.0249,-467.148,-549.544,-176.606,-7.87629,-9.22154,-10.7798,742.5724193751995
1257,0,9.03976,0.410072,0,23.6213,16.9212,0.0,288.764,10.7451,1.34436,-38.2233,-8.34309,-2.53475,235.083,-691.966,138.684,-39.0321,-12.3274,-9.24832,743.8483739474545
1258,0,9.02323,0.800301,0,22.5124,22.7053,0.0,310.8,-1.94732,1.33957,-41.3218,-4.06238,-5.62892,487.5,-564.775,-25.3667,-36.0119,-23.2962,-3.99261,746.5082078577454
1259,0,9.01925,0.991024,0,20.4646,7.548,0.0,54.0801,-4.38685,1.3105,-34.5517,2.53054,28.8355,446.346,616.152,-58.3674,46.1924,3.0962,0.389639,763.0675314765357
1260,0,9.03424,0.323601,0,14.4876,17.5028,0.0,225.715,7.02295,1.30828,-13.366,2.83603,22.8883,-529.697,-543.081,93.4563,-26.0061,-6.5693,5.87388,764.3623689118537
1261,0,9.05666,0.632771,0,22.2162,11.987,0.0,327.159,-2.4777,1.30772,-15.7163,-2.66649,-28.6861,641.877,-414.305,-33.0579,-33.3779,2.54984,-1.43098,764.6896889242345
1262,0,9.08368,0.813474,0,12.984,8.61406,0.0,7.43963,7.35212,1.30558,-12.6246,2.46087,-11.245,753.253,98.3603,98.0156,-9.92529,-14.582,1.04099,765.9431057461052
1263,0,9.07272,0.42032,0,20.7839,13.2552,0.0,77.9896,-0.109085,1.29723,-19.0206,-4.68508,0.197652,160.41,754.0,-1.46767,19.1008,-3.86625,-4.77516,770.873322386932
1264,0,9.01594,0.698528,0,19.0699,28.1114,0.0,310.305,-6.00513,1.28542,-45.6356,-7.8167,12.583,500.464,-590.023,-81.3878,-28.2742,-39.6633,-9.32667,777.9558432263385
1265,0,9.02301,0.492081,0,15.6844,17.0117,0.0,189.765,-2.82387,1.28351,20.8196,3.06363,22.1295,-766.892,-131.982,-38.3837,-18.7281,-25.3976,2.13419,779.1135246316742
1266,0,9.0,0.799999,0,15.0209,14.3502,0.0,351.017,-2.98572,1.27727,-5.74571,-8.16652,-22.5098,772.267,-122.073,-40.7799,-24.0641,-2.19153,-7.18879,782.919821181113
1267,0,9.0,1.0,0,21.599,21.6273,0.0,345.625,1.15607,1.27603,-12.9975,-3.3186,-28.771,758.989,-194.525,15.8114,-31.7884,-5.81826,-4.02673,783.6806344678416
1268,0,9.01916,0.569136,0,30.3223,26.4607,0.0,328.104,-6.1468,1.27233,-29.2527,-5.44121,-11.0906,663.448,-412.896,-84.1573,-26.1048,-19.4597,-4.39385,785.9596173948584
1269,0,9.05665,0.777683,y,31.2191,17.594,250.241,345.503,-8.69644,1.22993,-53.4458,-12.94,-23.0731,800.547,-198.405,-136.004,-51.8126,-43.2326,-6.26858,813.0544014700024
1270,0,9.03499,1.022,0,14.5579,8.70814,0.0,133.189,2.57264,1.22211,2.98707,-4.77426,-32.752,-559.457,595.989,36.7283,20.6072,-26.26,-6.21146,818.2569490471398
1271,0,9.05782,0.704414,0,10.6785,13.5325,0.0,329.697,-2.02207,1.18146,-24.6411,3.63326,-4.59892,730.309,-426.806,-29.865,-17.4042,-20.7384,4.07452,846.4103736055389
1272,NGC_6940,9.02161,0.454663,0,9.5135,6.61667,0.0,69.9226,-7.08094,1.13794,-45.6757,-8.79276,20.2834,299.374,819.08,-108.328,51.0332,2.07615,-11.5434,878.7809550591419
1273,0,9.13758,0.191483,0,9.31648,3.66019,0.0,237.638,-8.98814,10.9773,-4.84719,-0.575701,1.72704,-48.1621,-76.0038,-14.2321,-4.65831,1.0494,-1.14552,91.09708216045841
1274,0,9.179,0.157,0,5.16507,7.01439,0.0,89.6645,3.90495,10.6054,-22.2935,-0.847131,9.18328,0.550844,94.0712,6.4214,23.1846,9.2998,-0.320791,94.29158730458069
1275,0,9.17687,0.120174,y,22.0031,18.3154,175.234,93.5861,-3.26493,6.46515,18.8372,-0.986065,-8.75007,-5.37131,144.046,1.72027,-21.029,-6.11323,-0.155129,154.67545223235345
1276,0,9.10001,0.2,0,13.9769,6.43969,0.0,51.6029,-10.435,5.0498,1.26844,1.48953,10.6541,120.962,152.632,-35.8667,5.81237,9.40194,-0.545235,198.0276446591944
1277,0,9.11693,0.160477,0,10.2663,11.8055,0.0,95.9356,-4.38998,4.86546,-42.2434,5.96746,-9.48811,-21.1916,203.829,-15.7323,45.1702,-4.54444,7.0447,205.53041233511325
1278,0,9.11789,0.214178,y,17.0009,7.44993,78.9594,80.253,-8.236,3.65395,-20.7514,1.85559,4.08381,50.0173,269.184,-42.4562,21.0682,1.04888,0.445957,273.67643235402784
1279,0,9.13263,0.250073,0,13.1539,8.61873,0.0,36.8232,19.755,2.75375,4.23633,-20.447,13.5843,273.583,204.839,122.742,13.4968,15.5489,-14.9304,363.14117113027686
1280,0,9.1449,0.481995,0,9.27075,14.0103,0.0,186.527,-11.5984,2.683,42.6082,3.43695,34.1427,-362.741,-41.5017,-74.9353,-29.5919,-48.9461,-3.32049,372.7171077152442
1281,0,9.13827,0.144043,0,13.328,10.9939,0.0,221.678,1.07905,2.66309,9.37161,0.0503568,0.699295,-280.412,-249.645,7.07145,5.90313,-7.70441,0.069145,375.50364426286757
1282,0,9.14261,0.162766,0,17.3581,7.81094,0.0,249.026,19.387,2.51281,-34.104,-9.99351,24.5618,-134.369,-350.524,132.102,-45.4832,-11.9246,-2.2328,397.9608486117136
1283,0,9.1593,0.48117,y,18.8194,8.94416,154.057,109.182,21.1233,2.50501,13.2215,6.90313,-1.25233,-123.796,360.393,146.799,-11.5505,-11.3507,5.30336,399.2000031936001
1284,0,9.15755,0.151798,0,28.6885,16.5884,0.0,184.231,23.2875,2.49225,17.4136,1.97216,4.88562,-367.551,-27.1899,158.63,-2.44403,-18.3264,3.83411,401.24385595345575
1285,0,9.18132,0.102633,y,31.1037,17.4155,220.112,291.233,4.28361,2.37805,19.7097,-1.95001,-0.714184,150.281,-419.579,33.2603,19.0433,3.17978,-2.28979,420.51260486533084
1286,0,9.15808,0.193766,y,23.861,19.4464,169.611,78.3901,3.40582,2.25467,-42.2114,0.774813,10.3964,95.7256,409.938,14.4671,46.1928,1.75693,1.4257,443.52388597887943
1287,0,9.11432,0.209457,0,17.1089,8.72721,0.0,112.832,-10.3356,2.24843,-35.2022,1.67297,-18.9237,-169.781,403.255,-79.7949,41.4552,-2.82001,5.41246,444.7547844495937
1288,0,9.15472,0.361263,0,16.6016,6.5275,0.0,331.584,23.1291,2.07605,-8.36263,4.88727,-9.17207,389.596,-210.796,189.207,-13.3779,-2.48654,0.896131,481.6839671491535
1289,0,9.11334,0.278474,0,18.9016,14.3128,0.0,257.77,-13.1261,2.04297,11.6195,-3.36364,4.52498,-100.978,-465.876,-111.159,11.2338,-6.20372,-4.58217,489.48344811720193
1290,0,9.146,0.47,0,16.3578,16.4876,0.0,323.224,0.657196,2.02226,-23.9033,-2.65401,-13.2469,396.053,-296.032,5.67185,-26.0026,-12.214,-2.90161,494.496256663337
1291,0,9.12414,0.111803,0,22.5461,14.7545,0.0,283.538,-11.6135,2.01046,8.64117,-0.987189,3.44204,114.052,-473.678,-100.13,9.56853,-1.03388,-1.69658,497.39860529431076
1292,0,9.1942,0.218571,0,19.1439,8.82084,0.0,90.5689,8.70122,1.94026,-40.061,1.07745,-0.832277,-5.05818,509.438,77.97,42.3119,-0.598921,1.0318,515.3948439899807
1293,0,9.13727,0.0904057,0,15.4022,7.4788,0.0,197.247,-4.00591,1.8959,2.98829,-2.0704,8.13946,-502.506,-156.002,-36.8476,-6.85972,-5.4057,-2.72044,527.4539796402764
1294,0,9.18705,0.229225,0,20.6147,13.0414,0.0,351.772,-12.6566,1.89517,-20.4161,-13.7884,-19.7837,509.534,-73.6836,-115.613,-25.6366,-17.308,-9.61468,527.657149490547
1295,0,9.18865,0.195618,y,43.6474,11.5772,256.44,325.786,23.2008,1.87081,-20.9483,7.90755,-11.6497,424.674,-289.128,217.313,-20.9003,-13.1485,4.27359,534.5278248459223
1296,0,9.117,0.646,0,14.0488,11.6157,0.0,11.6218,-3.31721,1.85121,-17.0247,0.275062,-12.8455,528.226,108.639,-31.2573,-9.19824,-20.2926,1.05883,540.1872288935344
1297,0,9.18775,0.125291,0,19.4862,8.91111,0.0,105.026,9.98833,1.83487,-7.68469,8.47434,0.421954,-139.15,518.385,94.5283,8.07927,1.00651,8.86134,544.9977382593862
1298,0,9.15539,0.0815711,0,12.825,11.1979,0.0,77.9039,-3.7498,1.83018,-60.1854,-0.686479,3.21821,114.252,533.118,-35.7339,61.8177,-9.93847,-0.948131,546.3943437257539
1299,0,9.11451,0.615903,y,28.6133,19.5015,146.807,354.558,-6.48259,1.82198,-22.0269,0.721145,8.29287,541.963,-56.3563,-66.1829,1.51824,-23.826,-0.0584207,548.8534451530752
1300,0,9.10888,0.282557,y,105.621,10.7447,533.49,37.2889,17.5369,1.72275,12.0852,7.98653,0.6971,427.3,361.52,169.525,-12.4154,7.57477,6.90891,580.4672761573066
1301,0,9.10556,0.444493,0,11.6849,7.5529,0.0,43.504,-7.55649,1.71437,-4.59768,14.4096,11.5282,419.411,398.061,-76.7065,12.996,6.00193,12.5517,583.3046541878358
1302,0,9.17036,0.398585,0,25.6627,18.4603,0.0,327.917,2.60197,1.64491,-20.7319,-7.45365,-8.83631,514.557,-322.573,27.5986,-18.8775,-13.7616,-7.94763,607.9359964982887
1303,0,9.13452,0.275348,0,26.2784,20.4471,0.0,65.8469,-7.4396,1.637,-46.1414,5.34978,20.2052,247.851,552.702,-79.0965,51.6323,0.106815,2.94883,610.8735491753207
1304,0,9.11903,0.204005,0,17.6611,9.61734,0.0,136.5,-20.0585,1.62482,-12.1782,-4.93429,-13.4913,-419.357,397.951,-211.088,19.4245,-0.94396,-0.141018,615.4527886165853
1305,0,9.18466,0.357353,0,13.9237,14.0033,0.0,332.31,24.7577,1.58547,-16.0681,-15.724,12.7386,507.162,-266.152,264.138,8.83504,-22.4266,-8.45317,630.7277968047331
1306,0,9.10995,0.974595,0,8.13279,6.89376,0.0,339.812,4.85603,1.5772,-0.127293,7.69601,-9.58064,592.946,-218.022,53.6724,-9.80534,3.49306,6.76917,634.03499873193
1307,0,9.1566,0.424,0,20.6308,18.4868,0.0,140.095,13.7949,1.5753,17.4211,2.96669,-8.97298,-472.913,395.488,151.366,-3.60431,-19.2796,0.627998,634.7997206881229
1308,0,9.16418,0.240286,0,23.5781,13.9208,0.0,244.622,-10.1211,1.57367,28.4693,-3.20004,-20.5731,-268.112,-565.203,-111.669,35.0349,6.93287,0.52171,635.4572432593874
1309,0,9.19769,0.346415,0,14.135,13.3957,0.0,230.463,-15.2734,1.55609,2.47372,16.4071,12.6199,-394.639,-478.104,-169.287,-8.84121,-14.6864,13.0941,642.6363513678515
1310,0,9.15793,0.306783,0,25.5233,16.9081,0.0,298.483,5.66833,1.55025,17.9253,-12.0552,11.7603,306.119,-564.21,63.7123,22.5497,-2.77766,-11.1728,645.0572488308337
1311,0,9.15486,0.421158,0,20.1052,41.1254,0.0,100.827,-7.60836,1.53887,-53.6599,4.36107,-15.7761,-120.988,632.641,-86.0378,57.4464,-4.73301,6.27352,649.827470806501
1312,0,9.11713,0.492443,y,32.1924,14.6101,152.658,28.3481,21.1358,1.53811,7.17996,31.9572,-32.1553,546.662,303.057,246.871,-37.3794,-11.8373,20.2498,650.1485589457191
1313,0,9.11279,0.21114,y,34.4058,12.455,234.519,271.302,-25.8773,1.53326,-35.0129,12.9504,-3.73556,-15.4224,-596.874,-293.154,-36.9711,-2.01127,14.8337,652.2051054615655
1314,0,9.11376,0.263313,0,18.7095,16.6699,0.0,91.1133,16.1139,1.52448,9.93998,6.72637,-5.98356,-12.2448,630.069,182.06,-10.0663,-7.99082,4.92955,655.9613769941225
1315,0,9.10377,0.328527,y,27.8832,34.7884,319.393,286.894,-9.45736,1.51643,-58.9224,2.01945,4.15035,180.683,-610.027,-107.64,-53.6344,-27.7372,-0.958767,659.443561522787
1316,0,9.10712,0.280468,0,19.5826,21.8121,0.0,257.627,-17.8988,1.47597,-1.88373,-12.1867,-6.30432,-138.151,-629.753,-208.227,0.282996,10.2055,-10.0747,677.5205458105517
1317,0,9.17761,0.376705,0,11.0568,14.3191,0.0,15.8844,-15.3993,1.47446,7.28904,11.2693,17.2513,628.897,178.962,-180.096,17.2517,12.9362,6.65822,678.2143971352223
1318,0,9.15543,0.481686,0,18.509,7.96079,0.0,138.444,15.504,1.47248,10.0637,12.83,9.19787,-489.703,434.11,181.535,-11.0503,-4.13726,15.2748,679.1263718352711
1319,0,9.1633,0.231224,0,21.3573,19.3301,0.0,248.049,-3.18359,1.44273,1.2982,-7.21407,10.4423,-258.704,-641.889,-38.4935,-2.64186,-9.99201,-7.91977,693.1303847566766
1320,0,9.13635,0.4359,0,23.3419,9.54334,0.0,136.279,-6.94502,1.43728,-24.3083,-1.93699,-37.8873,-499.145,477.343,-84.129,44.7118,-9.22773,2.80629,695.7586552376712
1321,0,9.12198,0.359903,0,24.3035,19.7063,0.0,197.341,-4.02522,1.42636,32.9165,-7.02143,-8.74052,-667.566,-208.454,-49.213,19.3599,-30.3522,-6.70695,701.0852800134609
1322,0,9.13276,0.61311,0,14.0945,9.01919,0.0,342.362,-5.56937,1.4119,27.2397,1.2938,9.88498,671.783,-213.59,-68.7377,18.1742,23.5107,0.399046,708.2654578936185
1323,0,9.19342,0.518932,0,33.2445,8.64317,0.0,42.0762,-4.95322,1.40402,10.2678,1.56284,-4.0398,526.691,475.505,-61.4967,-9.85688,4.9737,1.88779,712.2405663736984
