RAdeg,DEdeg,2MASS,EPIC,D17-Prot,D17-P,Prot,P,dCMD,eCMD,RVel,e_RVel,epsi,gmag,b-r,Teff,Gaia,SFlag,bp_rp,bp_g,g_rp,distance,x,y,z,u,v,w
129.345184,17.333239,2MASS J08372285+1719597,211801146,0.26,2,0.26,2,-1.034,0.045001,0,0,0.56,17.858,3.404,3042.26,659241921904072960,NNY-Y,3.404088974,2.020681381,1.383407593,,,,,,,
126.960815,20.243416,2MASS J08275061+2014363,211999343,14.52,2,14.52,2,0.054401,0.00255,0,0,0,13.849,1.683,4091.97,663782904926907392,NYY-Y,1.682477951,0.81084919,0.871628761,,,,,,,
131.392853,16.911026,2MASS J08453429+1654396,211771406,0.93,2,0.93,2,0.340893,0.051821,0,0,0.62,18.179,3.09,3195.73,658310704273685504,NYY-Y,3.090303421,1.755620956,1.334682465,,,,,,,
129.556854,17.254375,2MASS J08381365+1715158,211795569,24.44,2,24.44,2,0.367026,0.002778,0,0,0,13.984,1.609,4173.95,659225291790784384,NYN-Y,1.608804703,0.763347626,0.845457077,,,,,,,
129.733994,21.940855,2MASS J08385616+2156271,212095866,0.58,2,0.58,2,0.345501,0.060195,0,0,0.85,18.44,3.159,3154.17,665203233431193344,YYY-Y,3.159040451,1.809047699,1.349992752,,,,,,,
127.732468,17.139542,2MASS J08305580+1708223,211787610,18.55,2,18.55,2,0.157799,0.009705,0,0,0.98,16.124,2.505,3676.95,658998483157410432,NYY-Y,2.504460335,1.32375145,1.180708885,,,,,,,
130.554657,19.314671,2MASS J08421312+1918529,211939350,1.75,S,1.75,S,1.45716,0.098824,0,0,0.84,18.725,2.926,3071.74,661222962682863616,YYY-Y,2.926204681,1.546577454,1.379627228,,,,,,,
132.311508,20.716923,2MASS J08491477+2043010,212027750,20.31,2,20.31,2,0.052524,0.00172,0,0,0.04,13.319,1.478,4342.72,661699910210446848,NYY-Y,1.478345871,0.685159683,0.793186188,,,,,,,
127.004089,19.904797,2MASS J08280099+1954173,211978243,10.56,K,10.56,K,0.102376,0.00186,1.26,1.43,0,12.514,1.184,4862.58,663755485855805568,NYYYY,1.184127808,0.527357101,0.656770706,,,,,,,
131.168716,21.764912,2MASS J08444050+2145537,212086697,24.44,2,24.44,2,-0.216284,0.006705,0,0,0.18,16.049,2.639,3499.05,665055623995028864,NYY-Y,2.639248848,1.451425552,1.187823296,,,,,,,
133.444458,19.303947,2MASS J08534668+1918143,211938625,13.79,K,13.79,K,-0.138986,0.0034,0,0,0.32,14.134,1.858,3926.14,660478013490829056,NYY-Y,1.858355522,0.913399696,0.944955826,,,,,,,
129.803009,19.504683,2MASS J08391273+1930169,211952098,0.13,2,0.13,2,1.92035,0.119454,0,0,0.95,19.034,2.882,3076.79,661270245980335104,YNY-Y,2.882188797,1.392354965,1.489833832,,,,,,,
130.390945,22.798798,2MASS J08413383+2247557,212138965,5.83,2,5.83,2,-0.273589,0.013351,0,0,2.77,16.864,2.889,3432.92,665367816577966592,NYY-Y,2.889050484,1.581005096,1.308045387,,,,,,,
127.781601,16.584461,2MASS J08310759+1635041,211748286,9.02,2,9.02,2,-0.784913,0.028123,0,0,0.74,16.672,2.98,3392.3,658776313088864896,NNY-Y,2.980300903,1.690404892,1.289896011,,,,,,,
128.514801,19.795269,2MASS J08340356+1947430,0,11.02,K,11.02,K,-0.028418,0.002778,2.53,1.81,0,12.976,1.366,4516.89,662859654460073984,YY-NY,1.36570549,0.62792778,0.73777771,,,,,,,
130.991409,19.516449,2MASS J08435794+1930593,211952875,0.29,2,0.29,2,0.393564,0.082937,0,0,0.24,18.714,3.21,3090.59,661138712604101760,YYY-Y,3.209712982,1.8562603,1.353452682,,,,,,,
132.061508,22.559008,2MASS J08481476+2233324,212127087,18.11,2,18.11,2,-0.13704,0.003176,0,0,0.04,14.979,2.189,3702.05,689130461877120256,NYY-Y,2.18938446,1.131175995,1.058208466,,,,,,,
126.354263,20.221603,2MASS J08252503+2013178,211998019,18.55,2,18.55,2,-0.140522,0.00658,0,0,0.29,15.441,2.369,3638.01,663805754152866688,NYN-Y,2.368668556,1.251095772,1.117572784,,,,,,,
129.985931,17.175985,2MASS J08395663+1710336,211790121,0.64,2,0.64,2,1.92565,0.212789,0,0,1.24,19.476,3.007,2965.07,658482051992944512,NNY-Y,3.00724411,1.537746429,1.469497681,,,,,,,
129.096954,18.54509,2MASS J08362328+1832423,211887567,1.74,2,1.74,2,1.36672,0.12927,0,0,1.23,19.295,3.116,3021.23,659660316141171968,YNY-Y,3.116048813,1.677549362,1.438499451,,,,,,,
128.186676,18.036158,2MASS J08324481+1802102,211851325,1.17,2,1.17,2,-0.716093,0.006294,0,0,7.57,15.543,2.637,3381,659571844111412224,-NN-Y,2.636746407,1.355970383,1.280776024,,,,,,,
131.338165,18.884291,2MASS J08452117+1853035,211910548,2.13,2,2.13,2,0.230519,0.03318,0,0,0.47,17.531,2.936,3273.53,660953998946909952,YYY-Y,2.935581207,1.644781113,1.290800095,,,,,,,
129.971497,19.401039,2MASS J08395317+1924038,211945119,14.18,2,14.18,2,0.285788,0.01494,0,0,0.2,16.82,2.717,3390.85,661264679702825344,YYY-Y,2.716921806,1.482460022,1.234461784,,,,,,,
129.603699,16.976685,2MASS J08382489+1658361,211776073,23.12,2,23.12,2,-0.041675,0.009139,0,0,0.38,15.906,2.498,3549.52,658461680964201472,NYY-Y,2.497983932,1.344664574,1.153319359,,,,,,,
134.521637,21.879524,2MASS J08580520+2152463,212092636,4.05,2,4.05,2,0.459245,0.016311,0,0,0.38,16.69,2.625,3427.89,685854913658785024,NYY-Y,2.624734879,1.431402206,1.193332672,,,,,,,
131.977997,20.061913,2MASS J08475472+2003429,211988080,27.58,2,27.58,2,-0.119714,0.005515,0,0,0.16,15.416,2.351,3543.58,661547357268446080,NYY-Y,2.351013184,1.242703438,1.108309746,,,,,,,
131.301453,19.306862,2MASS J08451236+1918247,211938817,0.46,2,0.46,2,0.167358,0.050375,0,0,0.44,18.04,3.1,3178.19,661117272127169280,YYY-Y,3.100149155,1.754419327,1.345729828,,,,,,,
126.505081,22.255547,2MASS J08260123+2215200,212111862,1.62,2,1.62,2,-0.373309,0.026771,0,0,0.38,17.15,2.999,3248.94,677799719675648128,NYY-Y,2.999547005,1.720689774,1.278857231,,,,,,,
129.28186,19.957621,2MASS J08370765+1957275,211981626,1.88,2,1.88,2,0.970599,0.08448,0,0,0.59,17.614,2.745,3263.83,664313384927507968,YNY-Y,,,,,,,,,,
133.759308,20.39835,2MASS J08550224+2023541,212008710,11.65,2,11.65,2,0.054544,0.001612,0,0,0,13.524,1.551,4244.69,660878991637884672,YYY-Y,1.550959587,0.730607986,0.820351601,,,,,,,
132.093887,18.612446,2MASS J08482254+1836449,211892240,21.32,2,21.32,2,0.043205,0.0065,0,0,0.23,15.861,2.452,3546.59,660230348496832128,YYY-Y,2.45179081,1.307851791,1.143939018,,,,,,,
132.005356,19.827541,2MASS J08480129+1949392,211973202,1.63,2,1.63,2,0.112484,0.020814,0,0,0.31,17.472,2.952,3280.21,661490693763838976,YYY-Y,2.952272415,1.671346664,1.280925751,,,,,,,
129.196259,18.579689,2MASS J08364711+1834469,211889983,10.32,K,10.32,K,0.219848,0.00236,-0.28,1.07,0,12.506,1.143,4953.65,659661213791017600,NYYYY,1.142579079,0.504756927,0.637822151,,,,,,,
129.994232,16.296215,2MASS J08395863+1617464,211727975,0.91,2,0.91,2,0.791449,0.092458,0,0,0.2,18.261,2.984,3193.89,657994143708820736,NYY-Y,2.983852386,1.654121399,1.329730988,,,,,,,
127.899765,20.405346,2MASS J08313595+2024193,212009131,0.24,2,0.24,2,-0.228884,0.06733,0,0,1.01,18.556,3.374,3117.67,663140102941534720,YYN-Y,3.374250412,1.94912529,1.425125122,,,,,,,
133.387604,20.248249,2MASS J08533303+2014537,211999627,22.27,2,22.27,2,-0.135379,0.015743,0,0,0.23,16.946,2.873,3356.09,660862052286909312,YYY-Y,2.872673988,1.619607925,1.253066063,,,,,,,
127.102707,20.464989,2MASS J08282466+2027540,212012745,0.54,2,0.54,2,0.918453,0.080184,0,0,0.65,18.649,3.059,3096.57,663883132283474560,YYY-Y,3.059192657,1.715698242,1.343494415,,,,,,,
129.478943,19.493587,2MASS J08375495+1929370,211951388,1.45,2,1.45,2,2.41123,0.155457,0,0,1.16,19.182,2.78,3104.88,661278762898468992,NYY-Y,2.780296326,1.399248123,1.381048203,,,,,,,
127.702126,21.612572,2MASS J08304852+2136453,212078515,1.32,2,1.32,2,0.567752,0.078468,0,0,0.39,18.229,3.039,3176.91,665507969950936064,YYY-Y,3.03912735,1.693597794,1.345529556,,,,,,,
126.307205,17.612576,2MASS J08251374+1736454,211820823,1.14,2,1.14,2,0.747914,0.053036,0,0,0.69,18.318,3.013,3156.14,662114460454651648,NYY-Y,3.012969971,1.676362991,1.336606979,,,,,,,
129.595367,21.433477,2MASS J08382290+2126006,212068782,1.89,2,1.89,2,1.90227,0.115225,0,0,0.53,18.39,2.705,3137.37,664763085183100160,YYY-Y,2.705463409,1.356897354,1.348566055,,,,,,,
130.412598,19.265789,2MASS J08413903+1915569,211936067,10.62,K,10.62,K,0.033588,0.002147,0,0,0,12.77,1.283,4663.7,661221828810801408,YYN-Y,1.283100128,0.573806763,0.709293365,,,,,,,
127.677414,19.375225,2MASS J08304258+1922308,211943375,1.43,2,1.43,2,0.241761,0.044191,0,0,0.6,17.824,3.016,3234.76,662915940008482304,YYY-Y,3.01625824,1.704397202,1.311861038,,,,,,,
131.974304,19.131481,2MASS J08475384+1907533,211927174,1.88,2,1.88,2,0.220315,0.052504,0,0,0.37,17.466,2.92,3276.03,660327685339473152,YYY-Y,2.919961929,1.628541946,1.291419983,,,,,,,
133.793549,19.069927,2MASS J08551046+1904118,211923104,17.27,2,17.27,2,0.148989,0.008443,0,0,1.75,16.472,2.66,3826.95,660455473502515200,NYY-Y,2.65969944,1.444038391,1.215661049,,,,,,,
126.342621,20.365772,2MASS J08252224+2021568,212006725,0.2,2,0.2,2,0.395883,0.134353,0,0,1.11,18.946,3.272,3064.18,663842755294579712,NNN-Y,3.272220612,1.819086075,1.453134537,,,,,,,
131.44986,19.605202,2MASS J08454797+1936188,211958687,1.19,2,1.19,2,-0.682415,0.024906,0,0,0.38,17.077,3.067,3323.37,661154522379748480,YNY-Y,3.067525864,1.755310059,1.312215805,,,,,,,
133.620056,21.818359,2MASS J08542882+2149062,212089563,0.31,2,0.31,2,-0.400795,0.056461,0,0,0.57,18.223,3.306,3144.44,685806775664988928,NYY-Y,3.306190491,1.973173141,1.333017349,,,,,,,
129.518829,17.2565,2MASS J08380453+1715234,211795706,1.14,2,1.14,2,1.53694,0.100373,0,0,0.98,18.973,2.974,3101.53,659228173712358272,NNY-Y,2.974163055,1.573627472,1.400535583,,,,,,,
127.874443,21.444122,2MASS J08312987+2126388,212069380,0.27,2,0.27,2,0.857619,0.155207,0,0,1.73,19.425,3.279,3014.97,665490339108666368,YYY-Y,3.278741837,1.861421585,1.417320251,,,,,,,
127.512222,17.950573,2MASS J08300294+1757021,211845069,1.33,2,1.33,2,-0.192776,0.054532,0,0,0.85,17.948,3.17,3210.57,662182909350261632,NYY-Y,3.17001915,1.809064865,1.360954285,,,,,,,
132.820251,22.235188,2MASS J08511686+2214067,212110857,0.92,2,0.92,2,-0.027474,0.030365,0,0,0,17.663,3.048,3253.63,686066363488497408,NYY-Y,3.047710419,1.749403,1.298307419,,,,,,,
126.317192,18.910839,2MASS J08251613+1854389,211912350,0.26,2,0.26,2,0.175599,0.074972,0,0,0.88,18.759,3.285,3083.03,662538498282258176,NYY-Y,3.285511017,1.874570847,1.41094017,,,,,,,
130.330994,20.105057,2MASS J08411944+2006184,211990785,22.77,2,22.77,2,0.635306,0.001697,0,0,0.58,13.396,1.29,4651.16,661416893342268672,NNY-Y,1.289797783,0.576708794,0.713088989,,,,,,,
130.101685,18.4538,2MASS J08402441+1827137,0,9.65,K,9.65,K,-0.500832,0.002109,-5.02,0.87,0.1,11.377,1.022,5245.43,659468215140335104,NN-NN,1.021679878,0.442975998,0.57870388,,,,,,,
131.048828,16.542376,2MASS J08441172+1632325,211745306,1.04,2,1.04,2,-0.030044,0.02195,0,0,0.32,17.604,3.031,3280.7,658156527832150400,YYY-Y,3.031204224,1.730472565,1.300731659,,,,,,,
127.550537,23.226948,2MASS J08301214+2313371,212158768,28.91,2,28.91,2,0.014587,0.00136,-13.05,4.02,0.27,12.189,1.107,5036.64,677975641541260416,NYYNY,1.106476784,0.483110428,0.623366356,,,,,,,
133.165253,19.491264,2MASS J08523967+1929286,211951223,1.52,2,1.52,2,0.03057,0.036598,0,0,0.37,17.872,3.091,3205.98,660678429548883968,NYY-Y,3.090995789,1.764333725,1.326662064,,,,,,,
130.226791,16.016876,2MASS J08405443+1601008,211707676,0.31,2,0.31,2,0.463809,0.100413,0,0,0.76,18.955,3.253,3082.77,657785717535594112,NNN-Y,3.252603531,1.805431366,1.447172165,,,,,,,
130.292664,22.12925,2MASS J08411024+2207453,212105502,0.35,2,0.35,2,0.305983,0.068439,0,0,0.59,18.287,3.131,3150.35,665185774388058752,NYY-Y,3.130500793,1.779733658,1.350767136,,,,,,,
129.743011,19.613781,2MASS J08385833+1936497,211959273,13.55,K,13.55,K,0.317801,0.001581,-7.05,3.46,0,13.379,1.392,4474.27,661283573261540608,NYYYY,1.391581535,0.640557289,0.751024246,,,,,,,
128.977264,18.14938,2MASS J08355455+1808578,0,7.03,K,7.03,K,0.131127,0.001345,0.22,0.78,0,10.735,0.768,5983.49,659539236719824768,YY-YY,0.767684937,0.315993309,0.451691628,,,,,,,
129.828613,20.464485,2MASS J08391887+2027522,212012721,23.49,2,23.49,2,0.342911,0.005441,0,0,0.12,15.585,2.23,3670.83,664445532480726912,NYY-Y,2.230302811,1.154427528,1.075875282,,,,,,,
132.334885,16.448444,2MASS J08492038+1626544,211738707,0.3,2,0.3,2,-0.446519,0.043945,0,0,0.42,17.786,3.191,3227.76,610158378513683712,YNY-Y,3.190759659,1.835269928,1.355489731,,,,,,,
131.65921,19.879105,2MASS J08463821+1952448,0,3.24,P,3.24,P,-0.751786,0.006451,0,0,0.73,15.189,2.494,3677.35,661166582647888384,YN--Y,,,,,,,,,,
126.877678,20.2183,2MASS J08273065+2013060,211997840,12.95,2,12.95,2,-0.011776,0.003131,0,0,0,13.546,1.585,4202.23,663781564897118592,YYY-Y,1.585138321,0.753798485,0.831339836,,,,,,,
135.04425,19.123125,2MASS J09001062+1907234,211926605,1.79,2,1.79,2,-0.295162,0.063758,0,0,0.6,18.277,3.281,3117.82,612468658601702272,NYY-Y,3.280557632,1.902427673,1.378129959,,,,,,,
133.319366,17.169449,2MASS J08531666+1710100,211789682,23.3,2,23.3,2,0.008464,0.007931,0,0,0.3,16.171,2.59,3552.83,611711030666633216,NYY-Y,2.589460373,1.405389786,1.184070587,,,,,,,
130.358398,21.573687,2MASS J08412602+2134253,212076402,0.66,2,0.66,2,0.275292,0.046181,0,0,0.37,18.118,3.092,3157.5,664946836767421696,YYY-Y,3.091583252,1.755218506,1.336364746,,,,,,,
134.007172,19.287636,2MASS J08560173+1917155,211937538,0.25,2,0.25,2,-0.612325,0.041523,0,0,2.92,17.819,3.236,3239.94,660553978576244736,NNN-Y,3.235872269,1.785264969,1.4506073,,,,,,,
126.992203,22.102036,2MASS J08275813+2206075,212104191,1.13,2,1.13,2,0.003381,0.001,-1.07,1.92,0.3,9.563,0.591,6586.56,665785802795255808,NYYYY,0.590882301,0.236877441,0.35400486,,,,,,,
126.476562,22.981178,2MASS J08255438+2258523,212147595,14.11,2,14.11,2,0.15912,0.002973,0,0,0.02,14.128,1.751,4022.67,677917607937780224,NYY-Y,1.751259804,0.848114014,0.90314579,,,,,,,
133.014374,21.36026,2MASS J08520346+2121370,212064701,9.51,2,9.51,2,-0.28828,0.002404,-33.34,0.65,0,12.309,1.243,4740.38,685766025015273856,NYYNY,1.243423462,0.559293747,0.684129715,,,,,,,
128.298676,16.264278,2MASS J08331169+1615514,211725787,2.06,2,2.06,2,0.196059,0.075875,0,0,0.4,18.501,3.207,3141.69,658694566974774656,NYY-Y,3.206460953,1.868150711,1.338310242,,,,,,,
133.690628,21.699429,2MASS J08544575+2141580,212083165,1.54,2,1.54,2,-0.145355,0.026124,0,0,0.43,17.313,2.981,3266.04,685792688172260608,NYY-Y,2.98077774,1.698631287,1.282146454,,,,,,,
129.135651,16.383995,2MASS J08363256+1623024,211734093,15.87,K,15.87,K,0.059893,0.005738,0,0,0,14.625,1.986,3845.28,658033215026842368,NYN-Y,1.986489296,0.997647285,0.98884201,,,,,,,
127.646515,16.321489,2MASS J08303517+1619173,211729756,2.39,2,2.39,2,0.00945,0.008228,0,0,0.28,16.145,2.575,3420.26,658736180914476672,NYY-Y,2.57532692,1.40017128,1.17515564,,,,,,,
132.115997,18.345522,2MASS J08482784+1820440,0,9.19,K,9.19,K,-0.005879,0.002059,-1.73,0.8,0,11.261,0.89,5607.4,660204406894385920,NY-YY,0.890063286,0.381539345,0.508523941,,,,,,,
131.808807,16.396446,2MASS J08471412+1623474,0,5.7,D,5.7,D,0.027054,0.002081,-1.58,0.56,0,10.51,0.747,6052.25,610194902914961664,NY--Y,0.746513367,0.306991577,0.43952179,,,,,,,
132.34198,22.27277,2MASS J08492208+2216220,212112752,4.12,2,4.12,2,-0.226456,0.005665,0,0,0.2,15.928,2.585,3537.77,689060883406994048,NYY-Y,2.585384369,1.408223152,1.177161217,,,,,,,
129.901764,19.260498,2MASS J08393644+1915379,211935711,17.68,2,17.68,2,-0.01899,0.002341,0,0,0,13.797,1.691,4082.84,661210666194127360,YYN-Y,1.691218376,0.813949585,0.877268791,,,,,,,
126.778259,17.32259,2MASS J08270679+1719214,211800408,16.89,2,16.89,2,0.108256,0.002915,0,0,0.07,14.448,1.889,3901.05,662045092440012288,NYY-Y,1.888549805,0.934919357,0.953630447,,,,,,,
131.420319,18.582611,2MASS J08454089+1834574,211890182,2.34,2,2.34,2,0.37836,0.048513,0,0,0.65,18.185,3.081,3181.89,660191934309271424,YYY-Y,3.081090927,1.735990524,1.345100403,,,,,,,
