RAdeg,DEdeg,2MASS,EPIC,D17-Prot,D17-P,Prot,P,dCMD,eCMD,RVel,e_RVel,epsi,gmag,b-r,Teff,Gaia,SFlag,bp_rp,bp_g,g_rp,distance,x,y,z,u,v,w
130.815583,20.333611,0,212004731,3.96,2,3.96,2,1.71694,0.001921,-2.82,4.55,0,11.943,0.703,6196.83,661438260802777600,NYYNN,,,,,,,,,,
130.089167,19.181694,0,211930461,14.59,2,14.59,2,-0.000313,0.019007,-11.02,7.48,0,13.977,1.754,4019.6,661211147230556160,YYYNN,,,,,,,,,,
130.281097,21.915726,2MASS J08410747+2154567,212094548,6.6,2,6.6,2,-0.075211,0.090267,0,0,0.87,18.41,3.251,3097.71,665178391340402816,NYY-Y,3.250925064,1.851652145,1.399272919,,,,,,,
129.979355,20.065041,2MASS J08395507+2003542,211988287,3.29,2,3.29,2,0.110128,0.001432,-1.14,0.26,0,9.991,0.645,6395.48,664327433763175424,YYYYY,0.644856453,0.26227951,0.382576942,,,,,,,
130.002548,19.806503,2MASS J08400063+1948235,211971871,2.99,K,2.99,K,0.097828,0.002062,0,0,0,10.162,0.676,6289.11,661311752544249088,YYY-Y,0.675700188,0.27637291,0.399327278,,,,,,,
130.005325,20.135639,2MASS J08400130+2008082,211992776,1.18,2,1.18,2,0.024055,0.001131,0,0,0,9.565,0.588,6597.7,664328915529295232,YYY-Y,0.587801933,0.235864639,0.351937294,,,,,,,
130.092957,20.106712,2MASS J08402232+2006244,211990908,2.59,K,2.59,K,-0.030625,0.001887,-0.39,0.71,0,9.957,0.663,6333.77,661419259867455488,YYNYN,0.662691116,0.271842003,0.390849113,,,,,,,
130.07338,19.787514,2MASS J08401763+1947152,211970750,6.69,K,6.69,K,-0.659861,0.002195,0,0,9.08,9.816,0.746,6054.54,661310790468510336,-NY-Y,0.745820999,0.305596352,0.440224648,,,,,,,
130.357651,19.943529,2MASS J08412585+1956370,211980688,6.6,K,6.6,K,0.032036,0.00164,-1.28,0.38,0,10.579,0.758,6014.5,661401122222444288,YYYYY,0.758054733,0.311160088,0.446894646,,,,,,,
129.601196,20.106018,2MASS J08382430+2006217,211990866,4.3,K,4.3,K,-0.076144,0.001612,-0.86,0.64,0,10.405,0.747,6051.6,664337230586013312,YYYYN,0.746738434,0.307549477,0.439188957,,,,,,,
130.1064,19.475754,2MASS J08402555+1928329,211950227,13.15,D,1.78,16,0.002278,0.001273,0.25,0.76,0,9.742,0.621,6478.99,661243307945543936,YYYYY,0.621138573,0.251072884,0.370065689,,,,,,,
129.876678,20.069052,2MASS J08393043+2004087,211988531,7.02,D,7.02,D,-0.713023,0.002802,-0.32,0.79,0,10.141,0.813,5840.69,664326922664482944,YNYYY,0.812772751,0.344774246,0.467998505,,,,,,,
130.218842,19.483215,2MASS J08405253+1928596,211950703,4.02,K,4.02,K,0.077491,0.001131,-1.21,0.32,0,10.172,0.681,6271.69,661242861268936704,YYYYN,0.680819511,0.278184891,0.402634621,,,,,,,
130.132675,20.201668,2MASS J08403185+2012060,211996831,8.79,K,8.79,K,-0.024308,0.002332,-0.01,0.76,0,11.339,0.91,5550.63,664422683254834304,YYNYY,0.909723282,0.39127636,0.518446922,,,,,,,
130.132004,19.850277,2MASS J08403169+1951011,211974702,8.43,K,8.43,K,-0.027146,0.002915,-0.29,0.5,0,11.431,0.929,5495.69,661317250102374528,YYYYY,0.929016113,0.399233818,0.529782295,,,,,,,
130.201324,19.92189,2MASS J08404833+1955189,211979334,7.43,D,7.43,D,-0.006254,0.00236,-0.03,1,0,10.863,0.816,5832.3,661319483485360000,YYYYY,0.815493584,0.345920563,0.469573021,,,,,,,
130.289948,19.855177,2MASS J08410961+1951187,211975006,6.04,K,6.04,K,-0.757543,0.00255,0,0,0,10.518,0.892,5601.27,661306319407420160,YNY-N,0.89221859,0.377429008,0.514789581,,,,,,,
130.292938,19.818607,2MASS J08411031+1949071,211972627,9.01,K,9.01,K,-0.057083,0.001844,10.9,3.72,0.18,11.311,0.911,5547.76,661302887731820416,YYYNN,0.910652161,0.393500328,0.517151833,,,,,,,
129.708313,20.067602,2MASS J08385001+2004036,211988454,8.44,2,8.44,2,0.088354,0.001,-7.3,6.62,0,10.658,0.762,6001.88,664324684984105728,YYNNN,0.761967659,0.311761856,0.450205803,,,,,,,
129.366394,19.56251,2MASS J08372794+1933452,211955820,3.62,2,3.62,2,-0.629407,0.002404,-0.46,0.41,0.38,9.594,0.702,6198.51,664282667321547008,YNNYY,0.702428818,0.288610458,0.413818359,,,,,,,
130.094635,19.464767,2MASS J08402271+1927532,211949471,6.52,K,6.52,K,0.047547,0.002163,1.12,0.49,0,10.545,0.75,6042.46,661243273585807872,YYYYY,0.749501228,0.306767464,0.442733765,,,,,,,
129.444122,19.438337,2MASS J08374660+1926181,211947686,5.95,K,5.95,K,0.028615,0.003,0.01,0.6,0,10.504,0.746,6054.86,661277461525418752,YYYYY,0.745721817,0.307861328,0.437860489,,,,,,,
130.228638,19.935173,2MASS J08405488+1956067,211980170,9.13,2,9.13,2,-0.062024,0.003523,0.52,0.76,0,11.877,1.038,5204.55,661319547906688896,YYYYY,1.037734985,0.452978134,0.584756851,,,,,,,
130.362366,19.542458,2MASS J08412698+1932330,211954550,3.59,2,3.59,2,0.005682,0.001204,-0.74,0.67,0,9.717,0.616,6495.62,661247671632285312,YYNYY,0.616374016,0.248558044,0.367815971,,,,,,,
130.176987,19.565998,2MASS J08404249+1933576,211956059,8.37,K,8.37,K,-0.004191,0.002,-0.97,0.3,0.07,11.168,0.872,5659.8,661292511090872960,YYYYY,0.872293472,0.375146866,0.497146606,,,,,,,
129.940613,19.366978,2MASS J08394575+1922012,211942823,5.9,D,5.9,D,0.017074,0.002062,-2.48,0.69,0,10.518,0.75,6040.83,661264439184662016,YYYNY,0.750014305,0.30807972,0.441934586,,,,,,,
130.291718,19.508915,2MASS J08411002+1930322,211952381,2.9,K,2.9,K,-0.00532,0.001414,-0.74,0.82,0,9.982,0.663,6333.42,661244270018200192,YYYYY,0.662796974,0.269028664,0.393768311,,,,,,,
129.812454,20.21077,2MASS J08391500+2012388,211997380,8.34,K,8.34,K,-0.031509,0.001921,-0.83,1,0,11.136,0.871,5662.47,664344824088164352,YYYYN,0.87141037,0.370244026,0.501166344,,,,,,,
130.199905,19.658932,2MASS J08404799+1939322,0,7.21,K,7.21,K,-0.548155,0.00172,0,0,0.57,10.818,0.91,5550.05,661293537585522816,NN--Y,0.909854889,0.388504982,0.521349907,,,,,,,
130.774673,19.437584,2MASS J08430594+1926153,211947631,4.74,2,4.74,2,-1.0348,0.002408,-1.26,2.61,0.28,9.773,0.804,5867.24,661043746583366272,YNYNY,0.804265976,0.341394424,0.462871552,,,,,,,
129.80069,19.11561,2MASS J08391218+1906562,211926132,5.58,K,5.58,K,0.048431,0.002335,-0.54,0.99,0,10.447,0.732,6098.54,661207024061875456,YYYYY,0.732428551,0.300216675,0.432211876,,,,,,,
130.482788,19.689671,2MASS J08415587+1941230,0,8.06,K,8.06,K,-0.049445,0.00178,-2.28,0.34,0,10.896,0.829,5790.28,661253478428045568,YY-NY,0.829124451,0.3498106,0.47931385,,,,,,,
129.533661,20.439548,2MASS J08380808+2026223,212011152,8.97,K,8.97,K,-0.038815,0.002195,-2.23,0.89,0,11.519,0.95,5437.29,664401960036152960,YYYNY,0.949930191,0.408961296,0.540968895,,,,,,,
130.416687,20.672161,2MASS J08414001+2040199,212025163,1.06,2,1.06,2,0.034343,0.000922,-0.64,0.52,0,9.523,0.579,6629.79,664464808293984000,YYNYY,0.578919411,0.232177734,0.346741676,,,,,,,
130.015259,19.916523,2MASS J08400367+1954595,211978983,1.37,2,1.37,2,-0.69409,0.015,0,0,0.38,16.311,2.851,3474.47,661321304551503616,YNY-Y,2.850574493,1.582626343,1.267948151,,,,,,,
129.810532,20.021992,2MASS J08391453+2001192,211985566,17.68,2,17.68,2,-0.011671,0.005057,0,0,0.1,15.067,2.177,3716.26,664320497393421952,YYY-Y,2.17709446,1.118800163,1.058294296,,,,,,,
129.34259,20.177006,2MASS J08372223+2010374,211995288,3.91,D,7.8,2,0.113762,0.0045,0.64,0.94,0,11.254,0.866,5678.54,664387808120781440,YYYYY,0.865967751,0.368227959,0.497739792,,,,,,,
129.854065,19.459347,2MASS J08392498+1927336,211949097,4.14,K,4.14,K,-0.29761,0.002267,-2.83,2.25,0,10.327,0.772,5970.31,661268940310277888,YYYNN,0.771757126,0.318561554,0.453195572,,,,,,,
130.216095,19.941719,2MASS J08405187+1956302,211980574,25.92,2,25.92,2,0.115478,0.008587,0,0,0.34,15.97,2.465,3508.86,661319620924311296,YYY-Y,2.464510918,1.316962242,1.147548676,,,,,,,
130.110703,20.253662,2MASS J08402657+2015132,211999969,24.24,2,24.24,2,0.005117,0.005376,0,0,0.23,15.678,2.401,3585.53,664425054076741120,YYY-Y,2.401535988,1.270206451,1.131329536,,,,,,,
129.968018,19.312613,2MASS J08395234+1918456,211939206,3.23,K,3.23,K,0.039495,0.001414,-1.67,2.47,0,10.112,0.677,6284.66,661216743570426240,YYYNY,0.676996231,0.274992943,0.402003288,,,,,,,
130.684982,19.579929,2MASS J08424442+1934479,211956984,0.48,2,0.48,2,0.03676,0.001,3.33,2.16,0.15,9.578,0.588,6597.34,661329958907430272,YYNNY,0.587917328,0.235277176,0.352640152,,,,,,,
129.297791,19.803663,2MASS J08371149+1948133,211971690,8.84,D,8.84,D,0.009256,0.002012,0.22,0.67,0,11.138,0.864,5684.81,664302424170984576,YYYYY,0.86390686,0.364127159,0.499779701,,,,,,,
130.054565,20.0578,2MASS J08401310+2003281,211987847,0.84,S,0.84,S,-0.520732,0.012879,0,0,0.33,16.1,2.739,3511.16,661325187202016512,YNY-Y,2.73904705,1.498743057,1.240303993,,,,,,,
130.432526,20.226822,2MASS J08414382+2013368,211998346,5.63,K,5.63,K,-0.014824,0.001442,-1.69,0.48,0,10.351,0.727,6117.38,661424074527577600,YYYYY,0.726695061,0.296408653,0.430286407,,,,,,,
130.439484,19.267292,2MASS J08414549+1916024,211936168,4.9,2,4.9,2,-0.014244,0.000849,-0.51,0.31,0,10.042,0.674,6293.9,661221760091324544,YYNYY,0.67425251,0.274407387,0.399845123,,,,,,,
130.174561,19.22369,2MASS J08404190+1913255,211933215,6.24,K,6.24,K,-0.311303,0.004,-9.31,0.62,0.78,10.449,0.796,5893.96,661200083392683648,NYYNN,0.795837402,0.332519531,0.463317871,,,,,,,
130.358429,19.98753,2MASS J08412603+1959152,211983476,4.46,S,4.46,S,-0.050092,0.021103,0,0,0.35,16.858,2.821,3370.52,661402084295115904,YYY-Y,2.821374893,1.564207077,1.257167816,,,,,,,
130.041748,20.418968,2MASS J08401003+2025083,212009944,19.02,2,19.02,2,-0.591113,0.004295,0,0,0.23,14.68,2.241,3808.15,664442233945917440,YNN-Y,2.240641594,1.16703701,1.073604584,,,,,,,
130.369507,19.746675,2MASS J08412869+1944481,211968088,7.04,K,7.04,K,0.02944,0.002,-2.28,13.19,0,10.781,0.794,5899.01,661301444622810368,NYYNN,0.794158936,0.330931664,0.463227272,,,,,,,
130.16629,19.66921,2MASS J08403993+1940092,0,7.14,K,7.14,K,-0.491762,0.003138,-1.81,0.46,0,10.697,0.875,5651.8,661294327858739712,YN-YN,0.875033379,0.367347717,0.507685661,,,,,,,
129.771301,19.757343,2MASS J08390512+1945264,211968779,17.18,2,17.18,2,0.052228,0.018528,0,0,0.49,17.097,2.862,3337.86,661313363154337280,YYY-Y,2.862140656,1.58846283,1.273677826,,,,,,,
129.812881,19.725452,2MASS J08391510+1943317,0,0.81,S,0.81,S,-0.488841,0.011365,0,0,0.64,15.905,2.68,3490.96,661312267940341632,YN-YY,,,,,,,,,,
129.938354,20.124298,2MASS J08394521+2007275,211992053,5.76,S,5.76,S,-0.861764,0.013277,0,0,0.86,16.2,2.867,3423.97,664328709370869120,NNN-Y,2.867064476,1.596578598,1.270485878,,,,,,,
130.057419,19.748882,2MASS J08401379+1944560,211968228,21.32,2,21.32,2,0.028915,0.008395,0,0,0.13,15.195,2.205,3669.54,661298833282624000,YYY-Y,,,,,,,,,,
129.533325,20.064037,2MASS J08380801+2003505,211988223,1.15,S,1.15,S,0.499141,0.03916,0,0,0.23,17.423,2.826,3279.15,664335684397673472,YYY-Y,2.826343536,1.561260223,1.265083313,,,,,,,
129.89801,18.876877,2MASS J08393554+1852367,211910082,6.29,D,6.29,D,0.055494,0.002625,-0.88,0.49,0,10.581,0.754,6026.83,659687498990893056,YYYYY,0.754297256,0.311511993,0.442785263,,,,,,,
130.634384,19.396132,2MASS J08423225+1923463,211944807,10.22,K,10.22,K,0.011712,0.001204,-1.51,0.82,0.27,10.845,0.809,5852.54,661229564050262528,YYYYN,0.809019089,0.338693619,0.47032547,,,,,,,
130.164017,19.939947,2MASS J08403938+1956239,211980450,0.51,S,0.51,S,-0.57685,0.019121,0,0,1.66,16.676,2.922,3515.22,661319380406234752,YNY-Y,2.921919823,1.627985001,1.293934822,,,,,,,
129.477356,20.136745,2MASS J08375457+2008123,211992843,19.27,2,19.27,2,-0.024344,0.006456,0,0,0.13,15.151,2.208,3689,664339910645611776,YYY-Y,2.208154678,1.141664505,1.066490173,,,,,,,
129.63678,19.773781,2MASS J08383283+1946257,211969807,18.57,P,18.57,P,0.085676,0.005442,0,0,0.25,15.396,2.255,3647.11,664292459846946560,YYY-Y,2.255086899,1.171649933,1.083436966,,,,,,,
130.078888,20.191847,2MASS J08401894+2011307,211996186,12.98,K,12.98,K,-0.76032,0.001985,-2.24,3.63,18.89,12.523,1.484,4334.22,664423336089829632,-NYNN,1.484344482,0.683516502,0.80082798,,,,,,,
130.405701,20.210228,2MASS J08413738+2012369,211997350,21.63,2,21.63,2,0.134698,0.031495,0,0,0,17.164,2.857,3338.62,661424143247274624,YYY-Y,2.857516289,1.589227676,1.268288612,,,,,,,
130.335175,19.622894,2MASS J08412045+1937225,211959857,18.11,2,18.11,2,0.05121,0.0034,0,0,0.07,15.04,2.146,3725.38,661251210685333120,YYY-Y,2.146178246,1.100707054,1.045471191,,,,,,,
129.559418,19.365372,2MASS J08381427+1921553,211942703,7.01,K,7.01,K,-0.528402,0.0025,-1.06,0.77,2.4,10.717,0.886,5617.93,661273127901086336,NNYYY,0.886474609,0.373551369,0.512923241,,,,,,,
129.947067,19.659544,2MASS J08394730+1939344,0,1.67,S,1.67,S,-0.210684,0.020063,0,0,0.38,16.888,2.877,3388.44,661296290661998208,YY-YY,,,,,,,,,,
130.669586,19.54315,2MASS J08424072+1932354,211954593,0.41,2,0.41,2,0.057292,0.000849,0.48,1.88,0,9.666,0.599,6557.18,661235989321322240,YYNYY,0.599085808,0.23957634,0.359509468,,,,,,,
129.920959,19.991337,2MASS J08394103+1959289,211983725,4.18,P,4.18,P,-0.164893,0.009571,0,0,0.15,14.63,2.07,3845.06,664325170317925120,YYY-Y,2.070017815,1.046135902,1.023881912,,,,,,,
129.73114,19.842598,2MASS J08385548+1950335,211974178,1.7,2,1.7,2,0.14568,0.041949,0,0,0.51,17.5,2.951,3285.08,664316546023530368,YYY-Y,2.950855255,1.655557632,1.295297623,,,,,,,
129.326172,19.698986,2MASS J08371829+1941564,0,8.9,D,8.9,D,-0.023173,0.002766,-1.5,0.45,0,11.286,0.898,5582.95,664288748995228160,YY-YY,0.898509026,0.383461952,0.515047073,,,,,,,
129.843506,20.081881,2MASS J08392245+2004548,211989299,25.36,P,25.36,P,0.143666,0.010332,0,0,0.32,16.095,2.499,3511.82,664329946321463168,YYY-Y,2.49905014,1.343540192,1.155509949,,,,,,,
129.562363,20.56781,2MASS J08381498+2034042,212018902,8.76,K,8.76,K,-0.059692,0.0025,0.11,0.68,0,11.245,0.898,5584.4,664403991557398784,YYYYY,0.897958755,0.388898849,0.509059906,,,,,,,
129.662735,20.170776,2MASS J08383906+2010149,211994910,0.74,2,0.74,2,-0.377268,0.010469,0,0,0.27,16.064,2.694,3509.5,664343896375336320,YNY-Y,2.693816185,1.484357834,1.209458351,,,,,,,
129.48761,19.236206,2MASS J08375704+1914104,211934056,8.65,K,8.65,K,0.01062,0.003996,0.27,0.28,0,11.645,0.966,5391.99,659758967246506880,YYYYY,0.966403008,0.415980339,0.550422668,,,,,,,
130.473282,19.608498,2MASS J08415359+1936307,211958929,1.23,S,1.23,S,0.469398,0.03093,0,0,0.46,17.652,2.902,3238.11,661249595777725568,YYY-Y,2.901880264,1.611810684,1.29006958,,,,,,,
129.839767,20.758131,2MASS J08392155+2045293,212030244,9.11,D,9.11,D,-0.058144,0.001628,-2.04,1.48,0,11.727,1,5301.97,664506173122311936,YYYNY,1.000023842,0.431861877,0.568161964,,,,,,,
129.426514,19.133764,2MASS J08374236+1908015,211927313,3.06,2,3.06,2,-0.189408,0.000781,-3.97,4.14,0.12,9.687,0.644,6398.27,659756493345357056,YYNNN,0.644133568,0.260333061,0.383800507,,,,,,,
129.904785,19.816109,2MASS J08393716+1948581,211972478,16.07,2,16.07,2,0.035688,0.006403,0,0,0,14.498,1.947,3856.63,661314570042801280,YYY-Y,1.946795464,0.970443726,0.976351738,,,,,,,
129.366196,19.903511,2MASS J08372789+1954127,211978157,1.79,2,1.79,2,-0.05141,0.014123,0,0,0.34,16.297,2.668,3493.69,664309296118640128,YYY-Y,2.667797089,1.460660934,1.207136154,,,,,,,
130.06543,19.915066,2MASS J08401571+1954543,211978880,9.94,K,9.94,K,-0.506504,0.003312,0,0,0,12.34,1.313,4607.7,661318624491908480,NNY-Y,1.313500404,0.592538834,0.720961571,,,,,,,
129.528137,19.571609,2MASS J08380676+1934178,211956421,20.88,2,20.88,2,0.246505,0.041592,0,0,0.5,17.352,2.88,3322.91,661281206736808064,YYY-Y,2.879869461,1.612823486,1.267045975,,,,,,,
130.314224,20.037766,2MASS J08411542+2002160,211986537,13.67,K,13.67,K,0.013392,0.002441,0,0,0,13.747,1.657,4119.69,661414213282680960,YYY-Y,1.656745911,0.793331146,0.863414764,,,,,,,
129.466965,19.987167,2MASS J08375209+1959139,211983461,7.97,K,7.97,K,0.065249,0.00236,-1.65,0.62,0.07,11.097,0.846,5740.2,664311392062657920,YYYYY,0.845543861,0.360639572,0.484904289,,,,,,,
130.224243,19.378891,2MASS J08405383+1922441,211943613,16.51,2,16.51,2,-0.021786,0.00506,0,0,0.08,14.913,2.126,3733.25,661238635021126656,YYY-Y,2.126146317,1.085456848,1.040689468,,,,,,,
130.73642,20.071695,2MASS J08425675+2004182,211988700,4.87,S,4.87,S,-0.144173,0.010878,0,0,0.32,16.728,2.811,3389.2,661407375694800000,YYY-Y,2.810660362,1.564617157,1.246043205,,,,,,,
129.203949,19.257338,2MASS J08364897+1915265,211935509,7.41,D,7.41,D,0.039594,0.002441,2.48,0.94,0.17,11.137,0.858,5702.78,659768038217395968,YYYNN,0.857895851,0.361724854,0.496170998,,,,,,,
130.433899,20.60445,2MASS J08414414+2036160,212021051,7.4,2,7.4,2,-0.118311,0.014552,0,0,0.21,16.869,2.845,3370.84,664463502623929088,YYY-Y,2.8450737,1.596076965,1.248996735,,,,,,,
129.615524,19.765463,2MASS J08382773+1945557,211969273,17.27,2,17.27,2,-0.191735,0.005456,0,0,0.76,15.203,2.29,3705.67,664292322407994624,YYY-Y,2.290131569,1.194915771,1.095215797,,,,,,,
130.260895,20.457716,2MASS J08410263+2027278,212012299,9.63,2,9.63,2,-0.0258,0.00336,-0.48,0.86,0,12.093,1.089,5078.86,664437286143573760,YYYYY,1.088665009,0.475814819,0.612850189,,,,,,,
130.010361,19.277702,2MASS J08400249+1916397,211936878,17.27,2,17.27,2,0.324502,0.030875,0,0,0.21,16.994,2.752,3346.79,661215751435494144,YYY-Y,2.752056122,1.507123947,1.244932175,,,,,,,
130.476562,19.257381,2MASS J08415438+1915267,211935518,8.27,K,8.27,K,-0.141315,0.00314,3.6,7.33,0,11.22,0.909,5551.77,661220969817342848,YYYNN,0.909318924,0.392520905,0.516798019,,,,,,,
129.139084,19.915112,2MASS J08363339+1954545,211978879,9.85,2,9.85,2,0.03579,0.005504,0,0,0.06,15.448,2.298,3623.25,664353757620108544,YYY-Y,2.298033714,1.199222565,1.09881115,,,,,,,
130.157837,20.338297,2MASS J08403789+2020179,212005017,15.65,2,15.65,2,0.038929,0.003448,0,0,0,14.389,1.894,3896.54,664429005446645376,YYY-Y,1.894031525,0.937954903,0.956076622,,,,,,,
129.819946,19.795174,2MASS J08391679+1947426,211971189,19.62,P,19.62,P,0.098335,0.005701,0,0,0.16,15.536,2.31,3604.39,661313917207778304,YYY-Y,2.30961895,1.204754829,1.10486412,,,,,,,
130.497284,19.745863,2MASS J08415935+1944452,211968029,16.77,P,16.77,P,-0.05884,0.005239,0,0,0.22,15.254,2.256,3673.6,661347727189029504,YYY-Y,2.256147385,1.171125412,1.085021973,,,,,,,
129.478668,19.486029,2MASS J08375489+1929098,211950886,4.54,2,4.54,2,-0.057496,0.04814,0,0,0.34,16.71,2.78,3430.56,661278767195471360,YYY-Y,2.779481888,1.536327362,1.243154526,,,,,,,
130.332977,19.634628,2MASS J08411992+1938048,211960649,12.29,K,12.29,K,0.038408,0.001924,-0.76,1.3,0,13.161,1.421,4428.39,661251966599576576,YYYYY,1.420623779,0.655762672,0.764861107,,,,,,,
130.677032,19.099699,2MASS J08424250+1905589,211925093,8.84,K,8.84,K,-0.067849,0.00214,-0.8,0.37,0,11.435,0.938,5469.56,661028662658249344,YYYYY,0.938342094,0.406600952,0.531741142,,,,,,,
130.184402,20.471855,2MASS J08404427+2028187,212013132,4.27,D,4.27,D,-0.87881,0.005284,0.33,8.59,0.25,13.518,1.917,3877.56,664436770747504128,YNNNY,1.917506218,0.950330734,0.967175484,,,,,,,
129.350769,19.416992,2MASS J08372419+1925012,211946212,16.42,2,16.42,2,-0.544646,0.003808,0,0,0.17,14.976,2.345,3732.58,659777074828577024,YNY-Y,,,,,,,,,,
129.76709,19.522663,2MASS J08390411+1931217,211953336,12.39,K,12.39,K,0.045857,0.00255,0,0,0,13.332,1.485,4332.95,661282031370596608,YYY-Y,1.48515892,0.693231583,0.791927338,,,,,,,
130.39093,19.969078,2MASS J08413384+1958087,211982334,9.46,K,9.46,K,-0.028235,0.001844,-0.78,0.59,0,11.509,0.946,5449.49,661401225301656192,YYYYY,0.945519447,0.406151772,0.539367676,,,,,,,
130.224884,20.090096,2MASS J08405397+2005244,211989807,20.59,2,20.59,2,0.29548,0.010939,0,0,0.31,16.577,2.645,3413.07,661418405170762368,YYY-Y,2.645213127,1.445240021,1.199973106,,,,,,,
129.488007,19.463858,2MASS J08375713+1927500,211949413,1.33,2,1.33,2,-0.145019,0.015577,0,0,0.27,16.587,2.769,3426.61,661277908202012672,YYY-Y,2.769302368,1.539636612,1.229665756,,,,,,,
129.86908,19.473652,2MASS J08392859+1928251,211950081,10.49,K,10.49,K,-0.750186,0.00186,-0.38,4.05,0,11.375,1.091,5073.83,661269043386545536,YNYNN,1.090773582,0.486005783,0.604767799,,,,,,,
129.969818,20.018095,2MASS J08395276+2001052,211985346,9,2,9,2,0.177232,0.010623,0,0,0.26,16.41,2.626,3436.18,664325616994522880,YYY-Y,2.625893593,1.414707184,1.211186409,,,,,,,
129.9767,19.460335,2MASS J08395441+1927372,211949163,1.28,S,1.28,S,0.341098,0.022692,0,0,0.29,17.321,2.843,3282.33,661267325402674048,YYY-Y,2.842884064,1.546775818,1.296108246,,,,,,,
129.944763,19.736834,2MASS J08394675+1944126,0,1.51,S,1.51,S,0.512367,0.03134,0,0,0.4,17.622,2.88,3253.92,661308935045711872,YY-YY,2.880298615,1.581378937,1.298919678,,,,,,,
129.762085,19.532541,2MASS J08390291+1931572,211953944,1.96,2,1.96,2,-0.786394,0.009884,0,0,4,15.801,2.73,3322.95,661282100090072576,-NN-Y,2.730394363,1.476635933,1.25375843,,,,,,,
129.683014,19.293972,2MASS J08384393+1917383,211938003,0.36,2,0.36,2,-0.623045,0.009898,0,0,3.8,15.705,2.661,3365.49,661260144217277568,-NN-Y,2.661295891,1.437808037,1.223487854,,,,,,,
129.792328,20.408379,2MASS J08391017+2024302,212009294,13.98,2,13.98,2,-0.047365,0.003023,0,0,0,13.766,1.69,4083.78,664444914005442304,YYY-Y,1.690332413,0.815720558,0.874611855,,,,,,,
129.813583,19.286512,2MASS J08391527+1917114,211937468,17.27,2,17.27,2,0.025805,0.00845,0,0,0.18,15.652,2.385,3575.33,661257704675956480,YYY-Y,2.385242462,1.256026268,1.129216194,,,,,,,
129.791077,19.783037,2MASS J08390986+1946589,211970427,4.33,P,4.33,P,-0.914232,0.009657,0,0,0.53,14.968,2.474,3743.42,661313504890920448,YNY-Y,2.474498749,1.318299294,1.156199455,,,,,,,
130.026459,19.307356,2MASS J08400635+1918265,211938860,8.04,K,8.04,K,-0.713301,0.001281,1.17,1.09,0,10.803,0.941,5461.46,661216369910684544,YNYYY,0.941246986,0.404014587,0.537232399,,,,,,,
129.130066,19.592598,2MASS J08363122+1935334,211957804,13.12,2,13.12,2,0.265316,0.019005,0,0,0.23,16.834,2.726,3384.94,662796814795084160,YYY-Y,2.725673676,1.487644196,1.23802948,,,,,,,
130.093384,20.640863,2MASS J08402241+2038272,212023280,14.59,D,14.59,D,-0.043014,0.004785,0,0,0,14.205,1.848,3934.92,664455118847781760,YYY-Y,1.848088264,0.910843849,0.937244415,,,,,,,
129.079803,19.898577,2MASS J08361916+1953549,211977843,9.54,2,9.54,2,0.030321,0.016046,0,0,0.34,16.287,2.636,3486.28,664353860699329920,YYY-Y,2.635931969,1.438718796,1.197213173,,,,,,,
130.456085,20.076717,2MASS J08414947+2004363,211988997,19.65,2,19.65,2,-0.763822,0.004588,0,0,0.43,15.765,2.716,3586.87,661404317678099456,YNY-Y,2.715579033,1.500687599,1.214891434,,,,,,,
130.236206,19.734776,2MASS J08405670+1944052,211967293,9.27,K,9.27,K,0.00544,0.00214,0,0,0,11.979,1.047,5181.36,661300993647979776,YYY-Y,1.046925545,0.45424366,0.592681885,,,,,,,
129.531555,19.98786,2MASS J08380758+1959164,211983499,9.12,K,9.12,K,-0.323478,0.003662,2,1.21,1.45,11.85,1.106,5037.35,664334035130360192,YYYYY,1.106167793,0.483180046,0.622987747,,,,,,,
130.119308,20.312464,2MASS J08402864+2018449,212003469,7.99,K,7.99,K,-0.725784,0.002332,0,0,0.28,11.378,1.084,5089.67,664428833647956480,NNY-N,1.08415699,0.476133347,0.608023643,,,,,,,
129.264648,19.536007,2MASS J08370352+1932096,211954140,21.94,2,21.94,2,-0.121363,0.005143,0,0,0.96,15.569,2.407,3615.48,662784101691882624,YYY-Y,2.407417297,1.26616478,1.141252518,,,,,,,
130.127411,19.932999,2MASS J08403059+1955589,211980039,17.04,P,17.04,P,-0.022093,0.010296,0,0,0.21,16.046,2.545,3519.96,661320067600915328,YYY-Y,2.54460144,1.368787766,1.175813675,,,,,,,
129.861115,20.431194,2MASS J08392668+2025523,212010627,4.73,2,4.73,2,-0.343909,0.0241,0,0,0.27,16.405,2.774,3435.73,664444639127529728,YYY-Y,2.774144173,1.541683197,1.232460976,,,,,,,
130.007019,18.99984,2MASS J08400171+1859595,211918335,0.19,2,0.19,2,-0.849815,0.028286,0,0,0,10.04,0.819,5820.82,661190015991474688,YNY-N,0.819192886,0.350258827,0.468934059,,,,,,,
130.198303,18.903294,2MASS J08404762+1854119,211911846,8.89,D,8.89,D,-0.088128,0.00178,0.23,0.4,0.16,11.269,0.908,5554.36,660998975844267264,YYYYY,0.908432007,0.385647774,0.522784233,,,,,,,
130.195465,20.474771,2MASS J08404692+2028292,212013297,18.79,2,18.79,2,-0.272526,0.006573,0,0,0.98,15.166,2.31,3729.19,664436770747502208,YYN-Y,2.309922218,1.193655968,1.116266251,,,,,,,
